 trade_date |   symbol   | market_cap_category | mtf_amount_cr | avg_mtf_cr | stddev_mtf_cr | z_score |       shocker_type        | deviation_from_avg_cr 
 2025-12-11 | BPCL       | Large-High          |        104.00 |     100.93 |          2.31 |    1.33 | Moderate Positive Shocker |                  3.07
 2025-12-11 | HDFCLIFE   | Large-High          |         49.89 |      52.58 |          2.06 |   -1.31 | Moderate Negative Shocker |                 -2.69
 2025-12-11 | LT         | Large-High          |        353.08 |     328.02 |         19.25 |    1.30 | Moderate Positive Shocker |                 25.06
 2025-12-11 | DLF        | Large-High          |        353.75 |     359.27 |          4.52 |   -1.22 | Moderate Negative Shocker |                 -5.52
 2025-12-11 | VBL        | Large-High          |        371.45 |     378.23 |          5.88 |   -1.15 | Moderate Negative Shocker |                 -6.78
 2025-12-11 | UTINIFTETF | Large-Low           |          0.38 |       0.31 |          0.05 |    1.47 | Moderate Positive Shocker |                  0.07
 2025-12-11 | BHEL       | Large-Low           |        210.19 |     222.73 |          9.76 |   -1.28 | Moderate Negative Shocker |                -12.54
 2025-12-11 | POLICYBZR  | Large-Low           |         36.91 |      42.84 |          5.07 |   -1.17 | Moderate Negative Shocker |                 -5.93
 2025-12-11 | NAUKRI     | Large-Low           |         73.02 |      70.43 |          2.39 |    1.08 | Moderate Positive Shocker |                  2.59
 2025-12-11 | SUZLON     | Large-Low           |        904.01 |     899.76 |          4.04 |    1.05 | Moderate Positive Shocker |                  4.25
 2025-12-11 | COROMANDEL | Mid-High            |         29.35 |      26.11 |          2.01 |    1.61 | Moderate Positive Shocker |                  3.24
 2025-12-11 | NATIONALUM | Mid-High            |        159.38 |     146.35 |          8.33 |    1.56 | Moderate Positive Shocker |                 13.03
 2025-12-11 | SUNDARMFIN | Mid-High            |         10.51 |      10.22 |          0.23 |    1.27 | Moderate Positive Shocker |                  0.29
 2025-12-11 | KALYANKJIL | Mid-High            |        238.39 |     234.38 |          3.73 |    1.07 | Moderate Positive Shocker |                  4.01
 2025-12-11 | THERMAX    | Mid-Low             |        106.30 |     109.08 |          1.31 |   -2.12 | High Negative Shocker     |                 -2.78
 2025-12-11 | CONCOR     | Mid-Low             |        232.61 |     235.20 |          1.40 |   -1.85 | Moderate Negative Shocker |                 -2.59
 2025-12-11 | ITCHOTELS  | Mid-Low             |        207.94 |     199.25 |          5.15 |    1.69 | Moderate Positive Shocker |                  8.69
 2025-12-11 | PWL        | Mid-Low             |         24.58 |      20.88 |          2.43 |    1.52 | Moderate Positive Shocker |                  3.70
 2025-12-11 | JUBLFOOD   | Mid-Low             |        133.51 |     144.03 |          8.08 |   -1.30 | Moderate Negative Shocker |                -10.52
 2025-12-11 | 3MINDIA    | Mid-Low             |         20.01 |      19.53 |          0.38 |    1.26 | Moderate Positive Shocker |                  0.48
 2025-12-11 | METROBRAND | Mid-Low             |          6.83 |       7.12 |          0.23 |   -1.26 | Moderate Negative Shocker |                 -0.29
 2025-12-11 | NAVINFLUOR | Mid-Low             |         22.58 |      25.85 |          2.65 |   -1.23 | Moderate Negative Shocker |                 -3.27
 2025-12-11 | BALKRISIND | Mid-Low             |         35.71 |      34.38 |          1.08 |    1.23 | Moderate Positive Shocker |                  1.33
 2025-12-11 | PREMIERENE | Mid-Low             |        604.03 |     564.50 |         32.78 |    1.21 | Moderate Positive Shocker |                 39.53
 2025-12-11 | SAMMAANCAP | Small-High          |        592.82 |     581.18 |          6.42 |    1.81 | Moderate Positive Shocker |                 11.64
 2025-12-11 | CUB        | Small-High          |         34.44 |      30.49 |          2.27 |    1.74 | Moderate Positive Shocker |                  3.95
 2025-12-11 | CEMPRO     | Small-High          |         46.46 |      49.21 |          1.62 |   -1.70 | Moderate Negative Shocker |                 -2.75
 2025-12-11 | HATSUN     | Small-High          |          3.51 |       3.66 |          0.09 |   -1.66 | Moderate Negative Shocker |                 -0.15
 2025-12-11 | DOMS       | Small-High          |         24.56 |      23.73 |          0.50 |    1.65 | Moderate Positive Shocker |                  0.83
 2025-12-11 | BAYERCROP  | Small-High          |         47.38 |      46.56 |          0.50 |    1.64 | Moderate Positive Shocker |                  0.82
 2025-12-11 | RATNAMANI  | Small-High          |         12.52 |      12.66 |          0.09 |   -1.61 | Moderate Negative Shocker |                 -0.14
 2025-12-11 | CIEINDIA   | Small-High          |         18.74 |      18.94 |          0.13 |   -1.53 | Moderate Negative Shocker |                 -0.20
 2025-12-11 | ANANTRAJ   | Small-High          |        694.53 |     685.47 |          6.05 |    1.50 | Moderate Positive Shocker |                  9.06
 2025-12-11 | HSCL       | Small-High          |        201.07 |     198.07 |          2.04 |    1.47 | Moderate Positive Shocker |                  3.00
 2025-12-11 | LLOYDSENGG | Small-Low           |        109.62 |     110.53 |          0.43 |   -2.11 | High Negative Shocker     |                 -0.91
 2025-12-11 | KRBL       | Small-Low           |         44.50 |      44.70 |          0.12 |   -1.65 | Moderate Negative Shocker |                 -0.20
 2025-12-11 | BLUESTONE  | Small-Low           |         13.95 |      14.79 |          0.51 |   -1.64 | Moderate Negative Shocker |                 -0.84
 2025-12-11 | HDFCNIFBAN | Small-Low           |          0.57 |       0.52 |          0.03 |    1.59 | Moderate Positive Shocker |                  0.05
 2025-12-11 | IMFA       | Small-Low           |         24.78 |      25.47 |          0.44 |   -1.58 | Moderate Negative Shocker |                 -0.69
 2025-12-11 | VESUVIUS   | Small-Low           |         10.54 |      10.65 |          0.07 |   -1.52 | Moderate Negative Shocker |                 -0.11
 2025-12-11 | LUMAXIND   | Small-Low           |          7.18 |       7.59 |          0.28 |   -1.48 | Moderate Negative Shocker |                 -0.41
 2025-12-11 | TEJASNET   | Small-Low           |        291.36 |     296.39 |          3.52 |   -1.43 | Moderate Negative Shocker |                 -5.03
 2025-12-11 | VSTTILLERS | Small-Low           |         27.93 |      27.30 |          0.45 |    1.40 | Moderate Positive Shocker |                  0.63
 2025-12-11 | CAMPUS     | Small-Low           |         24.22 |      24.63 |          0.29 |   -1.40 | Moderate Negative Shocker |                 -0.41
 2025-12-11 | METAL      | Micro-Low           |          2.23 |       1.37 |          0.31 |    2.77 | High Positive Shocker     |                  0.86
 2025-12-11 | DREAMFOLKS | Micro-Low           |          1.17 |       1.12 |          0.02 |    2.25 | High Positive Shocker     |                  0.05
 2025-12-11 | SURYODAY   | Micro-Low           |          8.01 |       7.83 |          0.08 |    2.23 | High Positive Shocker     |                  0.18
 2025-12-11 | NEXT50     | Micro-Low           |          1.35 |       1.29 |          0.03 |    2.04 | High Positive Shocker     |                  0.06
 2025-12-11 | SBIETFIT   | Micro-Low           |          0.15 |       0.17 |          0.01 |   -1.89 | Moderate Negative Shocker |                 -0.02
 2025-12-11 | HUBTOWN    | Micro-Low           |        112.88 |     110.25 |          1.40 |    1.88 | Moderate Positive Shocker |                  2.63
 2025-12-11 | GOODLUCK   | Micro-Low           |         71.88 |      72.48 |          0.34 |   -1.78 | Moderate Negative Shocker |                 -0.60
 2025-12-11 | NIF100BEES | Micro-Low           |          0.99 |       0.90 |          0.05 |    1.75 | Moderate Positive Shocker |                  0.09
 2025-12-11 | HDFCPSUBK  | Micro-Low           |          0.33 |       0.35 |          0.01 |   -1.72 | Moderate Negative Shocker |                 -0.02
 2025-12-11 | SHARIABEES | Micro-Low           |          0.38 |       0.29 |          0.05 |    1.71 | Moderate Positive Shocker |                  0.09
 2025-12-11 | GOLDETFADD | Unknown             |          0.36 |       0.24 |          0.11 |    1.09 | Moderate Positive Shocker |                  0.12
 2025-12-10 | ADANIENT   | Large-High          |        431.55 |     417.73 |          8.38 |    1.65 | Moderate Positive Shocker |                 13.82
 2025-12-10 | ADANIGREEN | Large-High          |        281.52 |     278.39 |          2.01 |    1.56 | Moderate Positive Shocker |                  3.13
 2025-12-10 | EICHERMOT  | Large-High          |         64.54 |      78.81 |          9.22 |   -1.55 | Moderate Negative Shocker |                -14.27
 2025-12-10 | JIOFIN     | Large-High          |       1404.97 |    1383.48 |         13.85 |    1.55 | Moderate Positive Shocker |                 21.49
 2025-12-10 | MARUTI     | Large-High          |        142.39 |     122.83 |         12.78 |    1.53 | Moderate Positive Shocker |                 19.56
 2025-12-10 | KOTAKBANK  | Large-High          |        104.39 |      85.67 |         13.41 |    1.40 | Moderate Positive Shocker |                 18.72
 2025-12-10 | ONGC       | Large-High          |        258.05 |     261.94 |          2.77 |   -1.40 | Moderate Negative Shocker |                 -3.89
 2025-12-10 | BHARTIARTL | Large-High          |        216.60 |     222.83 |          4.52 |   -1.38 | Moderate Negative Shocker |                 -6.23
 2025-12-10 | AMBUJACEM  | Large-High          |        169.64 |     165.56 |          3.10 |    1.32 | Moderate Positive Shocker |                  4.08
 2025-12-10 | TRENT      | Large-High          |       1095.70 |    1079.76 |         12.07 |    1.32 | Moderate Positive Shocker |                 15.94
 2025-12-10 | JSWENERGY  | Large-Low           |        294.97 |     284.71 |          7.24 |    1.42 | Moderate Positive Shocker |                 10.26
 2025-12-10 | SUZLON     | Large-Low           |        905.35 |     899.76 |          4.04 |    1.38 | Moderate Positive Shocker |                  5.59
 2025-12-10 | LTF        | Large-Low           |        103.09 |     107.11 |          3.56 |   -1.13 | Moderate Negative Shocker |                 -4.02
 2025-12-10 | ENRIN      | Large-Low           |         90.35 |     103.77 |         12.01 |   -1.12 | Moderate Negative Shocker |                -13.42
 2025-12-10 | BHEL       | Large-Low           |        212.17 |     222.73 |          9.76 |   -1.08 | Moderate Negative Shocker |                -10.56
 2025-12-10 | ICICIPRULI | Large-Low           |         31.56 |      33.56 |          1.89 |   -1.06 | Moderate Negative Shocker |                 -2.00
 2025-12-10 | NTPCGREEN  | Large-Low           |        170.52 |     169.39 |          1.12 |    1.01 | Moderate Positive Shocker |                  1.13
 2025-12-10 | KALYANKJIL | Mid-High            |        242.44 |     234.38 |          3.73 |    2.16 | High Positive Shocker     |                  8.06
 2025-12-10 | OFSS       | Mid-High            |        270.56 |     263.47 |          4.36 |    1.63 | Moderate Positive Shocker |                  7.09
 2025-12-10 | GICRE      | Mid-High            |         82.49 |      83.95 |          0.92 |   -1.58 | Moderate Negative Shocker |                 -1.46
 2025-12-10 | BERGEPAINT | Mid-High            |         11.24 |      11.79 |          0.36 |   -1.52 | Moderate Negative Shocker |                 -0.55
 2025-12-10 | FEDERALBNK | Mid-High            |         48.92 |      46.37 |          1.89 |    1.35 | Moderate Positive Shocker |                  2.55
 2025-12-10 | SUNDARMFIN | Mid-High            |         10.53 |      10.22 |          0.23 |    1.33 | Moderate Positive Shocker |                  0.31
 2025-12-10 | YESBANK    | Mid-High            |        921.04 |     910.85 |          7.92 |    1.29 | Moderate Positive Shocker |                 10.19
 2025-12-10 | BHARATFORG | Mid-High            |         74.63 |      69.66 |          3.88 |    1.28 | Moderate Positive Shocker |                  4.97
 2025-12-10 | MRF        | Mid-High            |         70.49 |      67.84 |          2.13 |    1.24 | Moderate Positive Shocker |                  2.65
 2025-12-10 | NATIONALUM | Mid-High            |        155.78 |     146.35 |          8.33 |    1.13 | Moderate Positive Shocker |                  9.43
 2025-12-10 | SONACOMS   | Mid-Low             |         96.53 |      93.11 |          1.92 |    1.78 | Moderate Positive Shocker |                  3.42
 2025-12-10 | IREDA      | Mid-Low             |        403.89 |     400.67 |          2.06 |    1.56 | Moderate Positive Shocker |                  3.22
 2025-12-10 | NLCINDIA   | Mid-Low             |        130.92 |     129.38 |          1.02 |    1.51 | Moderate Positive Shocker |                  1.54
 2025-12-10 | ITCHOTELS  | Mid-Low             |        206.74 |     199.25 |          5.15 |    1.45 | Moderate Positive Shocker |                  7.49
 2025-12-10 | ANTHEM     | Mid-Low             |         27.12 |      25.99 |          0.80 |    1.41 | Moderate Positive Shocker |                  1.13
 2025-12-10 | HEXT       | Mid-Low             |         15.69 |      14.32 |          1.00 |    1.37 | Moderate Positive Shocker |                  1.37
 2025-12-10 | CRISIL     | Mid-Low             |         43.95 |      42.15 |          1.33 |    1.36 | Moderate Positive Shocker |                  1.80
 2025-12-10 | PWL        | Mid-Low             |         24.08 |      20.88 |          2.43 |    1.32 | Moderate Positive Shocker |                  3.20
 2025-12-10 | GODREJIND  | Mid-Low             |         21.58 |      22.03 |          0.34 |   -1.32 | Moderate Negative Shocker |                 -0.45
 2025-12-10 | ASTRAL     | Mid-Low             |        104.64 |     100.15 |          3.43 |    1.31 | Moderate Positive Shocker |                  4.49
 2025-12-10 | SHRIPISTON | Small-High          |         12.70 |      10.65 |          0.88 |    2.33 | High Positive Shocker     |                  2.05
 2025-12-10 | CHENNPETRO | Small-High          |         75.56 |      79.77 |          2.08 |   -2.03 | High Negative Shocker     |                 -4.21
 2025-12-10 | SYRMA      | Small-High          |        167.97 |     173.71 |          2.85 |   -2.01 | High Negative Shocker     |                 -5.74
 2025-12-10 | DOMS       | Small-High          |         24.68 |      23.73 |          0.50 |    1.90 | Moderate Positive Shocker |                  0.95
 2025-12-10 | IGIL       | Small-High          |         37.96 |      39.32 |          0.72 |   -1.90 | Moderate Negative Shocker |                 -1.36
 2025-12-10 | ZFCVINDIA  | Small-High          |          9.56 |       8.65 |          0.48 |    1.90 | Moderate Positive Shocker |                  0.91
 2025-12-10 | JSWCEMENT  | Small-High          |         59.91 |      57.63 |          1.21 |    1.89 | Moderate Positive Shocker |                  2.28
 2025-12-10 | ACMESOLAR  | Small-High          |         71.84 |      69.69 |          1.15 |    1.87 | Moderate Positive Shocker |                  2.15
 2025-12-10 | GRAPHITE   | Small-High          |        106.95 |     108.17 |          0.67 |   -1.81 | Moderate Negative Shocker |                 -1.22
 2025-12-10 | PFOCUS     | Small-High          |         13.84 |      15.99 |          1.21 |   -1.78 | Moderate Negative Shocker |                 -2.15
 2025-12-10 | MANINFRA   | Small-Low           |         35.35 |      34.91 |          0.19 |    2.31 | High Positive Shocker     |                  0.44
 2025-12-10 | TRANSRAILL | Small-Low           |        178.35 |     176.17 |          1.00 |    2.18 | High Positive Shocker     |                  2.18
 2025-12-10 | VSTTILLERS | Small-Low           |         28.11 |      27.30 |          0.45 |    1.79 | Moderate Positive Shocker |                  0.81
 2025-12-10 | HGINFRA    | Small-Low           |         49.22 |      49.97 |          0.43 |   -1.73 | Moderate Negative Shocker |                 -0.75
 2025-12-10 | IMFA       | Small-Low           |         24.78 |      25.47 |          0.44 |   -1.58 | Moderate Negative Shocker |                 -0.69
 2025-12-10 | LIQUIDCASE | Small-Low           |          0.48 |       0.45 |          0.02 |    1.57 | Moderate Positive Shocker |                  0.03
 2025-12-10 | INOXGREEN  | Small-Low           |        172.77 |     177.74 |          3.18 |   -1.56 | Moderate Negative Shocker |                 -4.97
 2025-12-10 | BLUEJET    | Small-Low           |        164.34 |     161.36 |          1.94 |    1.54 | Moderate Positive Shocker |                  2.98
 2025-12-10 | FDC        | Small-Low           |         22.23 |      24.20 |          1.28 |   -1.54 | Moderate Negative Shocker |                 -1.97
 2025-12-10 | FEDFINA    | Small-Low           |         49.00 |      49.86 |          0.57 |   -1.52 | Moderate Negative Shocker |                 -0.86
 2025-12-10 | SCPL       | Micro-Low           |          0.18 |       0.15 |          0.01 |    3.25 | High Positive Shocker     |                  0.03
 2025-12-10 | UTINEXT50  | Micro-Low           |          2.50 |       2.53 |          0.01 |   -2.72 | High Negative Shocker     |                 -0.03
 2025-12-10 | EQUAL50ADD | Micro-Low           |          0.63 |       0.41 |          0.09 |    2.41 | High Positive Shocker     |                  0.22
 2025-12-10 | MANALIPETC | Micro-Low           |          4.52 |       4.50 |          0.01 |    2.07 | High Positive Shocker     |                  0.02
 2025-12-10 | TVSSRICHAK | Micro-Low           |          2.07 |       2.39 |          0.16 |   -2.01 | High Negative Shocker     |                 -0.32
 2025-12-10 | LICNETFGSC | Micro-Low           |          0.06 |       0.02 |          0.02 |    2.00 | Moderate Positive Shocker |                  0.04
 2025-12-10 | NPST       | Micro-Low           |          9.61 |       9.98 |          0.19 |   -1.93 | Moderate Negative Shocker |                 -0.37
 2025-12-10 | GROWWGOLD  | Micro-Low           |          2.78 |       2.53 |          0.13 |    1.91 | Moderate Positive Shocker |                  0.25
 2025-12-10 | SML100CASE | Micro-Low           |          0.20 |       0.22 |          0.01 |   -1.91 | Moderate Negative Shocker |                 -0.02
 2025-12-10 | ECOSMOBLTY | Micro-Low           |          6.27 |       6.06 |          0.11 |    1.89 | Moderate Positive Shocker |                  0.21
 2025-12-09 | SETFNIF50  | Large-High          |          7.32 |       8.03 |          0.39 |   -1.81 | Moderate Negative Shocker |                 -0.71
 2025-12-09 | ADANIGREEN | Large-High          |        274.78 |     278.39 |          2.01 |   -1.80 | Moderate Negative Shocker |                 -3.61
 2025-12-09 | HINDZINC   | Large-High          |        378.55 |     320.76 |         34.03 |    1.70 | Moderate Positive Shocker |                 57.79
 2025-12-09 | GROWW      | Large-High          |         19.91 |      36.85 |         10.89 |   -1.56 | Moderate Negative Shocker |                -16.94
 2025-12-09 | BHARTIARTL | Large-High          |        216.04 |     222.83 |          4.52 |   -1.50 | Moderate Negative Shocker |                 -6.79
 2025-12-09 | DMART      | Large-High          |        217.22 |     223.42 |          4.24 |   -1.46 | Moderate Negative Shocker |                 -6.20
 2025-12-09 | KOTAKBANK  | Large-High          |        105.15 |      85.67 |         13.41 |    1.45 | Moderate Positive Shocker |                 19.48
 2025-12-09 | NTPC       | Large-High          |        291.05 |     283.97 |          5.00 |    1.42 | Moderate Positive Shocker |                  7.08
 2025-12-09 | UNITDSPR   | Large-High          |        108.75 |     104.23 |          3.20 |    1.41 | Moderate Positive Shocker |                  4.52
 2025-12-09 | SWIGGY     | Large-High          |        335.65 |     302.92 |         23.35 |    1.40 | Moderate Positive Shocker |                 32.73
 2025-12-09 | LENSKART   | Large-Low           |         18.63 |      13.77 |          2.52 |    1.93 | Moderate Positive Shocker |                  4.86
 2025-12-09 | DIXON      | Large-Low           |        667.72 |     695.70 |         16.02 |   -1.75 | Moderate Negative Shocker |                -27.98
 2025-12-09 | SUZLON     | Large-Low           |        893.35 |     899.76 |          4.04 |   -1.59 | Moderate Negative Shocker |                 -6.41
 2025-12-09 | AUBANK     | Large-Low           |         38.13 |      40.22 |          1.31 |   -1.59 | Moderate Negative Shocker |                 -2.09
 2025-12-09 | LTF        | Large-Low           |        101.50 |     107.11 |          3.56 |   -1.58 | Moderate Negative Shocker |                 -5.61
 2025-12-09 | PAYTM      | Large-Low           |        139.27 |     149.52 |          6.75 |   -1.52 | Moderate Negative Shocker |                -10.25
 2025-12-09 | ABCAPITAL  | Large-Low           |         69.67 |      79.68 |          7.27 |   -1.38 | Moderate Negative Shocker |                -10.01
 2025-12-09 | DABUR      | Large-Low           |         67.32 |      69.99 |          2.04 |   -1.31 | Moderate Negative Shocker |                 -2.67
 2025-12-09 | BAJAJHFL   | Large-Low           |        356.25 |     346.94 |          7.29 |    1.28 | Moderate Positive Shocker |                  9.31
 2025-12-09 | SRF        | Large-Low           |         65.48 |      53.67 |          9.82 |    1.20 | Moderate Positive Shocker |                 11.81
 2025-12-09 | ABBOTINDIA | Mid-High            |         46.16 |      45.16 |          0.46 |    2.18 | High Positive Shocker     |                  1.00
 2025-12-09 | TIINDIA    | Mid-High            |         78.68 |      81.27 |          1.27 |   -2.04 | High Negative Shocker     |                 -2.59
 2025-12-09 | MCX        | Mid-High            |        310.21 |     331.29 |         12.75 |   -1.65 | Moderate Negative Shocker |                -21.08
 2025-12-09 | BERGEPAINT | Mid-High            |         11.27 |      11.79 |          0.36 |   -1.43 | Moderate Negative Shocker |                 -0.52
 2025-12-09 | PATANJALI  | Mid-High            |        329.54 |     436.85 |         81.08 |   -1.32 | Moderate Negative Shocker |               -107.31
 2025-12-09 | UTISENSETF | Mid-High            |          0.11 |       0.12 |          0.01 |   -1.30 | Moderate Negative Shocker |                 -0.01
 2025-12-09 | HDBFS      | Mid-High            |         37.52 |      34.11 |          2.71 |    1.26 | Moderate Positive Shocker |                  3.41
 2025-12-09 | SAIL       | Mid-High            |        332.10 |     339.60 |          6.05 |   -1.24 | Moderate Negative Shocker |                 -7.50
 2025-12-09 | GICRE      | Mid-High            |         82.83 |      83.95 |          0.92 |   -1.21 | Moderate Negative Shocker |                 -1.12
 2025-12-09 | LINDEINDIA | Mid-High            |        102.58 |      99.20 |          2.93 |    1.15 | Moderate Positive Shocker |                  3.38
 2025-12-09 | KPRMILL    | Mid-Low             |         68.85 |      70.18 |          0.57 |   -2.33 | High Negative Shocker     |                 -1.33
 2025-12-09 | IPCALAB    | Mid-Low             |         17.47 |      16.04 |          0.71 |    2.01 | High Positive Shocker     |                  1.43
 2025-12-09 | NAVINFLUOR | Mid-Low             |         30.12 |      25.85 |          2.65 |    1.61 | Moderate Positive Shocker |                  4.27
 2025-12-09 | DELHIVERY  | Mid-Low             |         84.99 |      87.65 |          1.71 |   -1.55 | Moderate Negative Shocker |                 -2.66
 2025-12-09 | APOLLOTYRE | Mid-Low             |         25.91 |      29.37 |          2.27 |   -1.52 | Moderate Negative Shocker |                 -3.46
 2025-12-09 | AIAENG     | Mid-Low             |         13.57 |      14.39 |          0.55 |   -1.49 | Moderate Negative Shocker |                 -0.82
 2025-12-09 | CDSL       | Mid-Low             |        908.00 |     921.75 |          9.85 |   -1.40 | Moderate Negative Shocker |                -13.75
 2025-12-09 | LTTS       | Mid-Low             |         60.58 |      56.64 |          2.85 |    1.38 | Moderate Positive Shocker |                  3.94
 2025-12-09 | NLCINDIA   | Mid-Low             |        130.72 |     129.38 |          1.02 |    1.32 | Moderate Positive Shocker |                  1.34
 2025-12-09 | GODIGIT    | Mid-Low             |          7.01 |       6.89 |          0.09 |    1.31 | Moderate Positive Shocker |                  0.12
 2025-12-09 | ERIS       | Small-High          |          8.69 |      10.18 |          0.60 |   -2.49 | High Negative Shocker     |                 -1.49
 2025-12-09 | EBBETF0431 | Small-High          |          0.03 |       0.01 |          0.01 |    2.34 | High Positive Shocker     |                  0.02
 2025-12-09 | MANYAVAR   | Small-High          |         52.90 |      53.84 |          0.43 |   -2.18 | High Negative Shocker     |                 -0.94
 2025-12-09 | AEGISLOG   | Small-High          |         86.14 |      87.74 |          0.75 |   -2.14 | High Negative Shocker     |                 -1.60
 2025-12-09 | CAPLIPOINT | Small-High          |         26.21 |      25.80 |          0.19 |    2.14 | High Positive Shocker     |                  0.41
 2025-12-09 | GRINDWELL  | Small-High          |         11.61 |      11.77 |          0.08 |   -2.06 | High Negative Shocker     |                 -0.16
 2025-12-09 | TECHNOE    | Small-High          |         75.00 |      76.33 |          0.67 |   -1.98 | Moderate Negative Shocker |                 -1.33
 2025-12-09 | AETHER     | Small-High          |         25.02 |      23.92 |          0.56 |    1.97 | Moderate Positive Shocker |                  1.10
 2025-12-09 | TATACHEM   | Small-High          |        154.03 |     150.88 |          1.61 |    1.95 | Moderate Positive Shocker |                  3.15
 2025-12-09 | IIFL       | Small-High          |         59.93 |      63.32 |          1.79 |   -1.89 | Moderate Negative Shocker |                 -3.39
 2025-12-09 | GNFC       | Small-Low           |         96.12 |      97.23 |          0.49 |   -2.27 | High Negative Shocker     |                 -1.11
 2025-12-09 | SANOFI     | Small-Low           |         29.54 |      30.21 |          0.30 |   -2.23 | High Negative Shocker     |                 -0.67
 2025-12-09 | MMTC       | Small-Low           |         23.65 |      24.97 |          0.60 |   -2.21 | High Negative Shocker     |                 -1.32
 2025-12-09 | NESCO      | Small-Low           |         27.47 |      27.97 |          0.24 |   -2.07 | High Negative Shocker     |                 -0.50
 2025-12-09 | AKUMS      | Small-Low           |         21.58 |      21.31 |          0.13 |    2.06 | High Positive Shocker     |                  0.27
 2025-12-09 | JUNIPER    | Small-Low           |          4.84 |       4.42 |          0.21 |    1.98 | Moderate Positive Shocker |                  0.42
 2025-12-09 | AVALON     | Small-Low           |         35.55 |      36.95 |          0.72 |   -1.94 | Moderate Negative Shocker |                 -1.40
 2025-12-09 | ICIL       | Small-Low           |         25.44 |      26.64 |          0.65 |   -1.85 | Moderate Negative Shocker |                 -1.20
 2025-12-09 | KALPATARU  | Small-Low           |          1.59 |       1.50 |          0.05 |    1.74 | Moderate Positive Shocker |                  0.09
 2025-12-09 | SUDARSCHEM | Small-Low           |         39.00 |      38.12 |          0.51 |    1.73 | Moderate Positive Shocker |                  0.88
 2025-12-09 | DISHTV     | Micro-Low           |          2.07 |       2.24 |          0.06 |   -2.79 | High Negative Shocker     |                 -0.17
 2025-12-09 | OCCLLTD    | Micro-Low           |          0.23 |       0.26 |          0.01 |   -2.60 | High Negative Shocker     |                 -0.03
 2025-12-09 | UTINEXT50  | Micro-Low           |          2.50 |       2.53 |          0.01 |   -2.55 | High Negative Shocker     |                 -0.03
 2025-12-09 | STCINDIA   | Micro-Low           |          0.34 |       0.39 |          0.02 |   -2.51 | High Negative Shocker     |                 -0.05
 2025-12-09 | ZEEMEDIA   | Micro-Low           |          4.16 |       4.33 |          0.07 |   -2.43 | High Negative Shocker     |                 -0.17
 2025-12-09 | KSL        | Micro-Low           |         21.68 |      22.33 |          0.27 |   -2.42 | High Negative Shocker     |                 -0.65
 2025-12-09 | SBIBPB     | Micro-Low           |          0.12 |       0.10 |          0.01 |    2.29 | High Positive Shocker     |                  0.02
 2025-12-09 | ITETF      | Micro-Low           |          1.07 |       1.16 |          0.04 |   -2.24 | High Negative Shocker     |                 -0.09
 2025-12-09 | MMP        | Micro-Low           |          1.12 |       1.14 |          0.01 |   -2.20 | High Negative Shocker     |                 -0.02
 2025-12-09 | HDFCPVTBAN | Micro-Low           |          0.32 |       0.23 |          0.04 |    2.13 | High Positive Shocker     |                  0.09
 2025-12-09 | SHARDACROP | Unknown             |         33.68 |      29.42 |          3.32 |    1.28 | Moderate Positive Shocker |                  4.26
 2025-12-08 | CGPOWER    | Large-High          |        315.12 |     305.91 |          3.97 |    2.32 | High Positive Shocker     |                  9.21
 2025-12-08 | DRREDDY    | Large-High          |         68.81 |      60.70 |          3.54 |    2.29 | High Positive Shocker     |                  8.11
 2025-12-08 | IRFC       | Large-High          |        642.68 |     630.69 |          5.40 |    2.22 | High Positive Shocker     |                 11.99
 2025-12-08 | TITAN      | Large-High          |         97.80 |      89.05 |          4.14 |    2.11 | High Positive Shocker     |                  8.75
 2025-12-08 | TATACAP    | Large-High          |          9.18 |      10.49 |          0.62 |   -2.11 | High Negative Shocker     |                 -1.31
 2025-12-08 | TATAPOWER  | Large-High          |        424.17 |     416.07 |          3.87 |    2.09 | High Positive Shocker     |                  8.10
 2025-12-08 | BSE        | Large-High          |        617.88 |     759.87 |         68.47 |   -2.07 | High Negative Shocker     |               -141.99
 2025-12-08 | SOLARINDS  | Large-High          |        431.18 |     423.34 |          3.97 |    1.97 | Moderate Positive Shocker |                  7.84
 2025-12-08 | NTPC       | Large-High          |        293.64 |     283.97 |          5.00 |    1.93 | Moderate Positive Shocker |                  9.67
 2025-12-08 | PIDILITIND | Large-High          |         62.91 |      61.43 |          0.77 |    1.92 | Moderate Positive Shocker |                  1.48
 2025-12-08 | NYKAA      | Large-Low           |         42.39 |      41.11 |          0.59 |    2.18 | High Positive Shocker     |                  1.28
 2025-12-08 | BAJAJHFL   | Large-Low           |        362.76 |     346.94 |          7.29 |    2.17 | High Positive Shocker     |                 15.82
 2025-12-08 | PRESTIGE   | Large-Low           |         53.55 |      52.41 |          0.55 |    2.08 | High Positive Shocker     |                  1.14
 2025-12-08 | ICICIGI    | Large-Low           |         35.88 |      34.05 |          0.94 |    1.95 | Moderate Positive Shocker |                  1.83
 2025-12-08 | HAVELLS    | Large-Low           |        134.69 |     133.10 |          0.82 |    1.93 | Moderate Positive Shocker |                  1.59
 2025-12-08 | NHPC       | Large-Low           |        332.09 |     324.41 |          4.04 |    1.90 | Moderate Positive Shocker |                  7.68
 2025-12-08 | IDFCFIRSTB | Large-Low           |        316.35 |     303.33 |          7.62 |    1.71 | Moderate Positive Shocker |                 13.02
