ABSLBANETF,BIRLASLAMC - ABSLBANETF,9381,5.33,,,ABSLBANETF,BIRLASLAMC - ABSLBANETF,9381,5.33
ABSLLIQUID,BIRLASLAMC - ABSLLIQUID,11,0.11,,,ABSLLIQUID,BIRLASLAMC - ABSLLIQUID,11,0.11
ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,165854,126.52,,,ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,165854,126.52
ABSLPSE,BIRLASLAMC-ABSLPSE,101055,10.19,,,ABSLPSE,BIRLASLAMC-ABSLPSE,101055,10.19
ACC,ACC LIMITED,777068,14938.91,,,ACC,ACC LIMITED,777068,14938.91
ACCELYA,ACCELYA SOLN INDIA LTD,298242,4330.73,,,ACCELYA,ACCELYA SOLN INDIA LTD,298242,4330.73
ACE,ACTION CONST EQUIP LTD,721232,8368.40,,,ACE,ACTION CONST EQUIP LTD,721232,8368.40
ACI,ARCHEAN CHEMICAL IND LTD,390272,2517.21,,,ACI,ARCHEAN CHEMICAL IND LTD,390272,2517.21
ACL,ANDHRA CEMENTS LIMITED,62,0.04,,,ACL,ANDHRA CEMENTS LIMITED,62,0.04
ACLGATI,ALLCARGO GATI LIMITED,58575,37.97,,,ACLGATI,ALLCARGO GATI LIMITED,58575,37.97
ACMESOLAR,ACME SOLAR HOLDINGS LTD,2686410,7614.36,,,ACMESOLAR,ACME SOLAR HOLDINGS LTD,2686410,7614.36
ACUTAAS,ACUTAAS CHEMICALS LIMITED,400418,6138.35,,,ACUTAAS,ACUTAAS CHEMICALS LIMITED,400418,6138.35
ADANIENSOL,ADANI ENERGY SOLUTION LTD,1238731,11063.65,,,ADANIENSOL,ADANI ENERGY SOLUTION LTD,1238731,11063.65
ADANIENT,ADANI ENTERPRISES LIMITED,1235272,31640.48,,,ADANIENT,ADANI ENTERPRISES LIMITED,1235272,31640.48
ADANIGREEN,ADANI GREEN ENERGY LTD,2593831,27787.84,,,ADANIGREEN,ADANI GREEN ENERGY LTD,2593831,27787.84
ADANIPORTS,ADANI PORT & SEZ LTD,1740249,24656.88,,,ADANIPORTS,ADANI PORT & SEZ LTD,1740249,24656.88
ADANIPOWER,ADANI POWER LTD,32261899,48807.16,,,ADANIPOWER,ADANI POWER LTD,32261899,48807.16
ADFFOODS,ADF FOODS LIMITED,799196,2043.37,,,ADFFOODS,ADF FOODS LIMITED,799196,2043.37
ADOR,ADOR WELDING LTD,50354,564.84,,,ADOR,ADOR WELDING LTD,50354,564.84
ADSL,ALLIED DIGITAL SERV. LTD,343223,665.13,,,ADSL,ALLIED DIGITAL SERV. LTD,343223,665.13
ADVANCE,ADVANCE AGROLIFE LIMITED,552467,787.94,,,ADVANCE,ADVANCE AGROLIFE LIMITED,552467,787.94
ADVANIHOTR,ADVANI HOT.& RES.(I) LTD,27989,17.78,,,ADVANIHOTR,ADVANI HOT.& RES.(I) LTD,27989,17.78
ADVENTHTL,ADVENT HOTELS INTERNATI L,2018,5.79,,,ADVENTHTL,ADVENT HOTELS INTERNATI L,2018,5.79
ADVENZYMES,ADVANCED ENZYME TECH LTD,714271,2509.67,,,ADVENZYMES,ADVANCED ENZYME TECH LTD,714271,2509.67
AEGISLOG,AEGIS LOGISTICS LIMITED,1107161,8883.77,,,AEGISLOG,AEGIS LOGISTICS LIMITED,1107161,8883.77
AEGISVOPAK,AEGIS VOPAK TERMINALS LTD,486192,1296.72,,,AEGISVOPAK,AEGIS VOPAK TERMINALS LTD,486192,1296.72
AEROENTER,AEROFLEX ENTERPRISES LTD,905454,912.87,,,AEROENTER,AEROFLEX ENTERPRISES LTD,905454,912.87
AEROFLEX,AEROFLEX INDUSTRIES LTD,2468804,4722.19,,,AEROFLEX,AEROFLEX INDUSTRIES LTD,2468804,4722.19
AETHER,AETHER INDUSTRIES LIMITED,328398,2554.35,,,AETHER,AETHER INDUSTRIES LIMITED,328398,2554.35
AFCONS,AFCONS INFRASTRUCTURE LTD,1466704,6509.18,,,AFCONS,AFCONS INFRASTRUCTURE LTD,1466704,6509.18
AFFLE,AFFLE 3I LIMITED,305667,5689.45,,,AFFLE,AFFLE 3I LIMITED,305667,5689.45
AFFORDABLE,AFFORD ROBO & AUTO LTD,11554,30.19,,,AFFORDABLE,AFFORD ROBO & AUTO LTD,11554,30.19
AFIL,AKME FINTRADE (INDIA) LTD,12401063,959.11,,,AFIL,AKME FINTRADE (INDIA) LTD,12401063,959.11
AFSL,ABANS FINANCIAL SRVCS LTD,28281,66.88,,,AFSL,ABANS FINANCIAL SRVCS LTD,28281,66.88
AGARIND,AGARWAL INDS CORP LTD.,53965,519.83,,,AGARIND,AGARWAL INDS CORP LTD.,53965,519.83
AGARWALEYE,DR AGARWALS HEALTH CARE L,118270,577.61,,,AGARWALEYE,DR AGARWALS HEALTH CARE L,118270,577.61
AGI,AGI GREENPAC LIMITED,514723,4451.20,,,AGI,AGI GREENPAC LIMITED,514723,4451.20
AGIIL,AGI INFRA LIMITED,1712151,3701.35,,,AGIIL,AGI INFRA LIMITED,1712151,3701.35
AGRITECH,AGRI-TECH (INDIA) LIMITED,2549,4.82,,,AGRITECH,AGRI-TECH (INDIA) LIMITED,2549,4.82
AGSTRA,AGS TRANSACT TECH LTD,497,0.37,,,AGSTRA,AGS TRANSACT TECH LTD,497,0.37
AHLADA,AHLADA ENGINEERS LIMITED,5737,5.37,,,AHLADA,AHLADA ENGINEERS LIMITED,5737,5.37
AHLEAST,ASIAN HOTELS (EAST) LTD,1401,2.12,,,AHLEAST,ASIAN HOTELS (EAST) LTD,1401,2.12
AHLUCONT,AHLUWALIA CONT IND LTD,262672,2670.48,,,AHLUCONT,AHLUWALIA CONT IND LTD,262672,2670.48
AIAENG,AIA ENGINEERING LIMITED,43882,1537.08,,,AIAENG,AIA ENGINEERING LIMITED,43882,1537.08
AIIL,AUTHUM INVEST & INFRA LTD,93127,2685.29,,,AIIL,AUTHUM INVEST & INFRA LTD,93127,2685.29
AIRAN,AIRAN LIMITED,84540,23.46,,,AIRAN,AIRAN LIMITED,84540,23.46
AJANTPHARM,AJANTA PHARMA LIMITED,64144,1727.55,,,AJANTPHARM,AJANTA PHARMA LIMITED,64144,1727.55
AJAXENGG,AJAX ENGINEERING LIMITED,134172,884.40,,,AJAXENGG,AJAX ENGINEERING LIMITED,134172,884.40
AJMERA,AJMERA REALTY & INF I LTD,171349,1655.75,,,AJMERA,AJMERA REALTY & INF I LTD,171349,1655.75
AJOONI,AJOONI BIOTECH LIMITED,7049,0.40,,,AJOONI,AJOONI BIOTECH LIMITED,7049,0.40
AKSHARCHEM,AKSHARCHEM INDIA LIMITED,250,0.77,,,AKSHARCHEM,AKSHARCHEM INDIA LIMITED,250,0.77
AKSHOPTFBR,AKSH OPTIFIBRE LIMITED,1158,0.09,,,AKSHOPTFBR,AKSH OPTIFIBRE LIMITED,1158,0.09
AKUMS,AKUMS DRUGS AND PHARMA L,453916,2274.45,,,AKUMS,AKUMS DRUGS AND PHARMA L,453916,2274.45
AKZOINDIA,AKZO NOBEL INDIA LIMITED,27856,984.09,,,AKZOINDIA,AKZO NOBEL INDIA LIMITED,27856,984.09
ALANKIT,ALANKIT LIMITED,206163,29.72,,,ALANKIT,ALANKIT LIMITED,206163,29.72
ALBERTDAVD,ALBERT DAVID LIMITED,3758,30.66,,,ALBERTDAVD,ALBERT DAVID LIMITED,3758,30.66
ALEMBICLTD,ALEMBIC LIMITED,2164348,2502.76,,,ALEMBICLTD,ALEMBIC LIMITED,2164348,2502.76
ALICON,ALICON CASTALLOY LIMITED,12567,127.21,,,ALICON,ALICON CASTALLOY LIMITED,12567,127.21
ALIVUS,ALIVUS LIFE SCIENCES LTD,214488,2192.05,,,ALIVUS,ALIVUS LIFE SCIENCES LTD,214488,2192.05
ALKALI,ALKALI METALS LTD,740,0.70,,,ALKALI,ALKALI METALS LTD,740,0.70
ALKEM,ALKEM LABORATORIES LTD.,23752,1333.97,,,ALKEM,ALKEM LABORATORIES LTD.,23752,1333.97
ALKYLAMINE,ALKYL AMINES CHEM. LTD,173710,3563.55,,,ALKYLAMINE,ALKYL AMINES CHEM. LTD,173710,3563.55
ALLCARGO,ALLCARGO LOGISTICS LTD,789838,313.63,,,ALLCARGO,ALLCARGO LOGISTICS LTD,789838,313.63
ALLDIGI,ALLDIGI TECH LIMITED,27610,203.97,,,ALLDIGI,ALLDIGI TECH LIMITED,27610,203.97
ALLTIME,ALL TIME PLASTICS LIMITED,164250,475.66,,,ALLTIME,ALL TIME PLASTICS LIMITED,164250,475.66
ALMONDZ,ALMONDZ GLOBAL SEC LTD,14106,2.99,,,ALMONDZ,ALMONDZ GLOBAL SEC LTD,14106,2.99
ALOKINDS,ALOK INDUSTRIES LIMITED,15572548,3009.25,,,ALOKINDS,ALOK INDUSTRIES LIMITED,15572548,3009.25
ALPA,ALPA LABORATORIES LTD,3698,3.81,,,ALPA,ALPA LABORATORIES LTD,3698,3.81
ALPHA,KOTAKMAMC - KOTAKALPHA,4051119,2009.72,,,ALPHA,KOTAKMAMC - KOTAKALPHA,4051119,2009.72
ALPHAETF,MIRAEAMC - ALPHAETF,1744377,442.63,,,ALPHAETF,MIRAEAMC - ALPHAETF,1744377,442.63
ALPHAGEO,ALPHAGEO (INDIA) LIMITED,14272,37.92,,,ALPHAGEO,ALPHAGEO (INDIA) LIMITED,14272,37.92
ALPL30IETF,ICICIPRAMC - ICICIALPLV,807399,229.93,,,ALPL30IETF,ICICIPRAMC - ICICIALPLV,807399,229.93
AMANTA,AMANTA HEALTHCARE LIMITED,14619,18.17,,,AMANTA,AMANTA HEALTHCARE LIMITED,14619,18.17
AMBER,AMBER ENTERPRISES (I) LTD,221843,17228.01,,,AMBER,AMBER ENTERPRISES (I) LTD,221843,17228.01
AMBIKCO,AMBIKA COTTON MILL LTD.,14425,212.07,,,AMBIKCO,AMBIKA COTTON MILL LTD.,14425,212.07
AMBUJACEM,AMBUJA CEMENTS LTD,2687193,15549.59,,,AMBUJACEM,AMBUJA CEMENTS LTD,2687193,15549.59
AMJLAND,AMJ LAND HOLDINGS LIMITED,200,0.12,,,AMJLAND,AMJ LAND HOLDINGS LIMITED,200,0.12
AMNPLST,AMINES & PLASTICIZERS LTD,2375,6.97,,,AMNPLST,AMINES & PLASTICIZERS LTD,2375,6.97
AMRUTANJAN,AMRUTAJAN HEALTH LTD,42378,317.40,,,AMRUTANJAN,AMRUTAJAN HEALTH LTD,42378,317.40
ANANDRATHI,ANAND RATHI WEALTH LTD,120366,3494.17,,,ANANDRATHI,ANAND RATHI WEALTH LTD,120366,3494.17
ANANTRAJ,ANANT RAJ LIMITED,10630684,69429.03,,,ANANTRAJ,ANANT RAJ LIMITED,10630684,69429.03
ANDHRAPAP,ANDHRA PAPER LIMITED,606949,507.13,,,ANDHRAPAP,ANDHRA PAPER LIMITED,606949,507.13
ANDHRSUGAR,ANDHRA SUGARS LTD,473833,500.75,,,ANDHRSUGAR,ANDHRA SUGARS LTD,473833,500.75
ANDREWYU,ANDREW YULE & CO LTD,3900,1.04,,,ANDREWYU,ANDREW YULE & CO LTD,3900,1.04
ANGELONE,ANGEL ONE LIMITED,593866,16603.68,,,ANGELONE,ANGEL ONE LIMITED,593866,16603.68
ANMOL,ANMOL INDIA LIMITED,500,0.08,,,ANMOL,ANMOL INDIA LIMITED,500,0.08
ANTELOPUS,ANTELOPUS SELAN ENRGY LTD,121787,769.93,,,ANTELOPUS,ANTELOPUS SELAN ENRGY LTD,121787,769.93
ANTHEM,ANTHEM BIOSCIENCES LTD,398353,2947.53,,,ANTHEM,ANTHEM BIOSCIENCES LTD,398353,2947.53
ANUHPHR,ANUH PHARMA LIMITED,18510,16.63,,,ANUHPHR,ANUH PHARMA LIMITED,18510,16.63
ANUP,THE ANUP ENGINEERING LTD,72043,1884.32,,,ANUP,THE ANUP ENGINEERING LTD,72043,1884.32
ANURAS,ANUPAM RASAYAN INDIA LTD,4314274,42774.35,,,ANURAS,ANUPAM RASAYAN INDIA LTD,4314274,42774.35
AONEGOLD,AONEAMC - AONEGOLD,768032,91.36,,,AONEGOLD,AONEAMC - AONEGOLD,768032,91.36
AONELIQUID,AONEAMC - AONELIQUID,3,0.03,,,AONELIQUID,AONEAMC - AONELIQUID,3,0.03
AONENIFTY,AONEAMC - AONENIFTY,44872,4.62,,,AONENIFTY,AONEAMC - AONENIFTY,44872,4.62
AONETOTAL,AONEAMC - AONETOTAL,73969,8.68,,,AONETOTAL,AONEAMC - AONETOTAL,73969,8.68
APARINDS,APAR INDUSTRIES LTD.,71753,6042.97,,,APARINDS,APAR INDUSTRIES LTD.,71753,6042.97
APCOTEXIND,APCOTEX INDUSTRIES LIMITE,29399,123.39,,,APCOTEXIND,APCOTEX INDUSTRIES LIMITE,29399,123.39
APEX,APEX FROZEN FOODS LIMITED,204271,551.58,,,APEX,APEX FROZEN FOODS LIMITED,204271,551.58
APLAPOLLO,APL APOLLO TUBES LTD,275712,4812.36,,,APLAPOLLO,APL APOLLO TUBES LTD,275712,4812.36
APLLTD,ALEMBIC PHARMA LTD,237971,2378.35,,,APLLTD,ALEMBIC PHARMA LTD,237971,2378.35
APOLLO,APOLLO MICRO SYSTEMS LTD,3416385,8883.39,,,APOLLO,APOLLO MICRO SYSTEMS LTD,3416385,8883.39
APOLLOHOSP,APOLLO HOSPITALS ENTER. L,182304,13827.78,,,APOLLOHOSP,APOLLO HOSPITALS ENTER. L,182304,13827.78
APOLLOPIPE,APOLLO PIPES LIMITED,512628,1956.74,,,APOLLOPIPE,APOLLO PIPES LIMITED,512628,1956.74
APOLLOTYRE,APOLLO TYRES LTD,659758,3337.97,,,APOLLOTYRE,APOLLO TYRES LTD,659758,3337.97
APOLSINHOT,APOLLO SINDOORI HOTEL LTD,202,3.47,,,APOLSINHOT,APOLLO SINDOORI HOTEL LTD,202,3.47
APTECHT,APTECH LIMITED,324109,381.14,,,APTECHT,APTECH LIMITED,324109,381.14
APTUS,APTUS VALUE HSG FIN I LTD,2699662,8516.50,,,APTUS,APTUS VALUE HSG FIN I LTD,2699662,8516.50
ARCHIDPLY,ARCHIDPLY IND. LTD,622,0.64,,,ARCHIDPLY,ARCHIDPLY IND. LTD,622,0.64
ARE&M,AMARA RAJA ENERGY MOB LTD,1561939,16468.74,,,ARE&M,AMARA RAJA ENERGY MOB LTD,1561939,16468.74
ARIES,ARIES AGRO LTD.,105042,415.08,,,ARIES,ARIES AGRO LTD.,105042,415.08
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,780952,824.11,,,ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,780952,824.11
ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,140117,594.38,,,ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,140117,594.38
ARISINFRA,ARISINFRA SOLUTIONS LTD,491433,793.33,,,ARISINFRA,ARISINFRA SOLUTIONS LTD,491433,793.33
ARKADE,ARKADE DEVELOPERS LIMITED,2864560,5121.96,,,ARKADE,ARKADE DEVELOPERS LIMITED,2864560,5121.96
ARMANFIN,ARMAN FIN SERV LTD,95031,1559.19,,,ARMANFIN,ARMAN FIN SERV LTD,95031,1559.19
ARROWGREEN,ARROW GREENTECH LIMITED,13105,82.36,,,ARROWGREEN,ARROW GREENTECH LIMITED,13105,82.36
ARSSBL,ANAND RATHI SH N STK BR L,575188,3926.79,,,ARSSBL,ANAND RATHI SH N STK BR L,575188,3926.79
ARTEMISMED,ARTEMIS MED SERVICE LTD,181131,486.94,,,ARTEMISMED,ARTEMIS MED SERVICE LTD,181131,486.94
ARVIND,ARVIND LIMITED,1033469,3522.26,,,ARVIND,ARVIND LIMITED,1033469,3522.26
ARVINDFASN,ARVIND FASHIONS LIMITED,557458,2925.22,,,ARVINDFASN,ARVIND FASHIONS LIMITED,557458,2925.22
ARVSMART,ARVIND SMARTSPACES LTD,153078,1005.41,,,ARVSMART,ARVIND SMARTSPACES LTD,153078,1005.41
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,86462,765.04,,,ASAHIINDIA,ASAHI INDIA GLASS LIMITED,86462,765.04
ASAHISONG,ASAHI SONGWON COLOR LTD,542,1.59,,,ASAHISONG,ASAHI SONGWON COLOR LTD,542,1.59
ASAL,AUTOMOTIVE STAMPINGS & AS,35023,205.04,,,ASAL,AUTOMOTIVE STAMPINGS & AS,35023,205.04
ASALCBR,ASSO ALCOHOLS & BREW LTD,160680,1630.11,,,ASALCBR,ASSO ALCOHOLS & BREW LTD,160680,1630.11
ASHAPURMIN,ASHAPURA MINECHEM LTD,1501151,7420.18,,,ASHAPURMIN,ASHAPURA MINECHEM LTD,1501151,7420.18
ASHIANA,ASHIANA HOUSING LTD,82715,261.70,,,ASHIANA,ASHIANA HOUSING LTD,82715,261.70
ASHIMASYN,ASHIMA LTD,18563,3.87,,,ASHIMASYN,ASHIMA LTD,18563,3.87
ASHOKA,ASHOKA BUILDCON LTD,4450613,9351.37,,,ASHOKA,ASHOKA BUILDCON LTD,4450613,9351.37
ASHOKAMET,ASHOKA METCAST LIMITED,6186,1.07,,,ASHOKAMET,ASHOKA METCAST LIMITED,6186,1.07
ASHOKLEY,ASHOK LEYLAND LTD,4941351,6760.23,,,ASHOKLEY,ASHOK LEYLAND LTD,4941351,6760.23
ASIANENE,ASIAN ENERGY SERVICES LTD,564149,1931.65,,,ASIANENE,ASIAN ENERGY SERVICES LTD,564149,1931.65
ASIANPAINT,ASIAN PAINTS LIMITED,354911,9219.82,,,ASIANPAINT,ASIAN PAINTS LIMITED,354911,9219.82
ASIANTILES,ASIAN GRANITO IND. LTD.,1699445,1145.28,,,ASIANTILES,ASIAN GRANITO IND. LTD.,1699445,1145.28
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,408646,2041.35,,,ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,408646,2041.35
ASMS,BARTRONICS INDIA LIMITED,3631,0.53,,,ASMS,BARTRONICS INDIA LIMITED,3631,0.53
ASPINWALL,ASPINWALL & CO LTD,126,0.36,,,ASPINWALL,ASPINWALL & CO LTD,126,0.36
ASTEC,ASTEC LIFESCIENCES LTD,354257,3431.30,,,ASTEC,ASTEC LIFESCIENCES LTD,354257,3431.30
ASTERDM,ASTER DM HEALTHCARE LTD.,568366,3708.62,,,ASTERDM,ASTER DM HEALTHCARE LTD.,568366,3708.62
ASTRAL,ASTRAL LIMITED,719989,11085.00,,,ASTRAL,ASTRAL LIMITED,719989,11085.00
ASTRAMICRO,ASTRA MICROWAVE LTD,2216779,20411.44,,,ASTRAMICRO,ASTRA MICROWAVE LTD,2216779,20411.44
ASTRAZEN,ASTRAZENECA PHARMA IND LT,29287,2409.67,,,ASTRAZEN,ASTRAZENECA PHARMA IND LT,29287,2409.67
ATALREAL,ATAL REALTECH LIMITED,1219000,260.78,,,ATALREAL,ATAL REALTECH LIMITED,1219000,260.78
ATAM,ATAM VALVES LIMITED,1849,2.04,,,ATAM,ATAM VALVES LIMITED,1849,2.04
ATGL,ADANI TOTAL GAS LIMITED,1754613,11906.14,,,ATGL,ADANI TOTAL GAS LIMITED,1754613,11906.14
ATHERENERG,ATHER ENERGY LIMITED,702370,4404.01,,,ATHERENERG,ATHER ENERGY LIMITED,702370,4404.01
ATL,ALLCARGO TERMINALS LTD,902042,384.03,,,ATL,ALLCARGO TERMINALS LTD,902042,384.03
ATLANTAELE,ATLANTA ELECTRICALS LTD,80506,794.60,,,ATLANTAELE,ATLANTA ELECTRICALS LTD,80506,794.60
ATUL,ATUL LTD,253888,15712.10,,,ATUL,ATUL LTD,253888,15712.10
ATULAUTO,ATUL AUTO LIMITED,279111,1399.03,,,ATULAUTO,ATUL AUTO LIMITED,279111,1399.03
AUBANK,AU SMALL FINANCE BANK LTD,482621,3708.35,,,AUBANK,AU SMALL FINANCE BANK LTD,482621,3708.35
AURIONPRO,AURIONPRO SOLN LTD,454030,5599.07,,,AURIONPRO,AURIONPRO SOLN LTD,454030,5599.07
AUROPHARMA,AUROBINDO PHARMA LTD,460862,5465.12,,,AUROPHARMA,AUROBINDO PHARMA LTD,460862,5465.12
AURUM,AURUM PROPTECH LIMITED,225843,408.35,,,AURUM,AURUM PROPTECH LIMITED,225843,408.35
AUTOAXLES,AUTOMOTIVE AXLES LIMITED,24167,434.84,,,AUTOAXLES,AUTOMOTIVE AXLES LIMITED,24167,434.84
AUTOBEES,NIPPONAMC - NETFAUTO,242509,661.11,,,AUTOBEES,NIPPONAMC - NETFAUTO,242509,661.11
AUTOIETF,ICICIPRAMC - ICICIAUTO,852307,233.09,,,AUTOIETF,ICICIPRAMC - ICICIAUTO,852307,233.09
AUTOIND,AUTOLINE INDUSTRIES LTD,65876,52.45,,,AUTOIND,AUTOLINE INDUSTRIES LTD,65876,52.45
AVADHSUGAR,AVADH SUG & ENERGY LTD,153017,775.21,,,AVADHSUGAR,AVADH SUG & ENERGY LTD,153017,775.21
AVALON,AVALON TECHNOLOGIES LTD,350742,3596.46,,,AVALON,AVALON TECHNOLOGIES LTD,350742,3596.46
AVANTEL,AVANTEL LIMITED,7140605,12698.55,,,AVANTEL,AVANTEL LIMITED,7140605,12698.55
AVANTIFEED,AVANTI FEEDS LIMITED,941391,7143.03,,,AVANTIFEED,AVANTI FEEDS LIMITED,941391,7143.03
AVG,AVG LOGISTICS LIMITED,1906,5.18,,,AVG,AVG LOGISTICS LIMITED,1906,5.18
AVL,ADITYA VISION LIMITED,125322,661.28,,,AVL,ADITYA VISION LIMITED,125322,661.28
AVONMORE,AVONMORE CAP&MGT SERV LTD,12160,2.30,,,AVONMORE,AVONMORE CAP&MGT SERV LTD,12160,2.30
AVROIND,AVRO INDIA LIMITED,1258,1.79,,,AVROIND,AVRO INDIA LIMITED,1258,1.79
AVTNPL,AVT NATURAL PRODUCTS LTD,70793,60.85,,,AVTNPL,AVT NATURAL PRODUCTS LTD,70793,60.85
AWFIS,AWFIS SPACE SOLUTIONS LTD,810256,4912.36,,,AWFIS,AWFIS SPACE SOLUTIONS LTD,810256,4912.36
AWHCL,ANTONY WASTE HDG CELL LTD,276435,1625.72,,,AWHCL,ANTONY WASTE HDG CELL LTD,276435,1625.72
AWL,AWL AGRI BUSINESS LIMITED,2832455,8043.50,,,AWL,AWL AGRI BUSINESS LIMITED,2832455,8043.50
AXISBANK,AXIS BANK LIMITED,917092,10870.87,,,AXISBANK,AXIS BANK LIMITED,917092,10870.87
AXISBNKETF,AXISAMC - AXISBNKETF,647,3.85,,,AXISBNKETF,AXISAMC - AXISBNKETF,647,3.85
AXISBPSETF,AXISAMC - AXISBPSETF,4400,0.57,,,AXISBPSETF,AXISAMC - AXISBPSETF,4400,0.57
AXISCADES,AXISCADES TECH LTD,420,7.14,,,AXISCADES,AXISCADES TECH LTD,420,7.14
AXISCETF,AXISAMC - AXISCETF,11924,15.11,,,AXISCETF,AXISAMC - AXISCETF,11924,15.11
AXISGOLD,AXIS MF - AXIS GOLD ETF,2896310,2906.05,,,AXISGOLD,AXIS MF - AXIS GOLD ETF,2896310,2906.05
AXISHCETF,AXISAMC - AXISHCETF,7252,10.51,,,AXISHCETF,AXISAMC - AXISHCETF,7252,10.51
AXISILVER,AXISAMC - AXISILVER,895373,1454.66,,,AXISILVER,AXISAMC - AXISILVER,895373,1454.66
