sebi_report_as_on_reporting_date_09oct2025,unnamed_1,unnamed_2,unnamed_3,unnamed_4,unnamed_5,unnamed_6,unnamed_7
BAIDFIN,BAID FINSERV LIMITED,37553.00,4.64,,,,
OSWALGREEN,OSWAL GREENTECH LIMITED,251066.00,110.68,,,,
HPL,HPL ELECTRIC & POWER LTD,725636.00,3919.91,,,,
GESHIP,THE GE SHPG.LTD,965151.00,10311.84,,,,
KANSAINER,KANSAI NEROLAC PAINTS LTD,692685.00,1787.01,,,,
HINDPETRO,HIND. PETROLEUM - DEP. RS,1610002.00,6653.73,,,,
GARFIBRES,GARWARE TECH FIBRES LTD,71374.00,611.27,,,,
SUVEN,SUVEN LIFE SCIENCES LTD,87175.00,180.68,,,,
RRKABEL,R R KABEL LIMITED,265540.00,3567.11,,,,
NIFTYBEES,NIP IND ETF NIFTY BEES,4852282.00,13499.62,,,,
PENINLAND,PENINSULA LAND LIMITED,202520.00,73.91,,,,
ONESOURCE,ONESOURCE SPECL PHARMA L,214859.00,4317.93,,,,
M&M,M&M - DEP RS,1094700.00,37708.53,,,,
MARICO,MARICO LIMITED,456971.00,3294.89,,,,
CIPLA,CIPLA NPP101299 DEPO,339682.00,5212.39,,,,
VIJAYA,VIJAYA DIAGNOSTIC CEN LTD,135959.00,1439.87,,,,
COLPAL,COLGATE PALMOLIVE LTD.,644003.00,15526.75,,,,
TATAGOLD,TATAAML-TATAGOLD,20057499.00,2270.91,,,,
APLLTD,ALEMBIC PHARMA LTD,218508.00,2220.34,,,,
HINDUNILVR,HINDUSTAN UNILEVER LTD.,543441.00,13914.37,,,,
MEDANTA,GLOBAL HEALTH LIMITED,167863.00,2245.48,,,,
TECHM,TECH MAHINDRA LIMITED,1328046.00,20849.74,,,,
SONACOMS,SONA BLW PRECISION FRGS L,3961997.00,18781.17,,,,
NESCO,NESCO LIMITED,267674.00,3460.37,,,,
DCBBANK,DCB BANK LIMITED,5201404.00,6707.34,,,,
GHCL,GHCL LIMITED,629215.00,3818.53,,,,
INDRAMEDCO,INDRAPRASTHA MED-ROLLSETT,413252.00,2176.06,,,,
POWERMECH,POWER MECH PROJECTS LTD.,264358.00,7877.90,,,,
EQUITASBNK,EQUITAS SMALL FIN BNK LTD,10639969.00,6817.54,,,,
OSWALPUMPS,OSWAL PUMPS LIMITED,511863.00,4070.32,,,,
APTUS,APTUS VALUE HSG FIN I LTD,1876078.00,6160.15,,,,
LMW,LMW LIMITED,21934.00,3297.63,,,,
RAYMONDLSL,RAYMOND LIFESTYLE LIMITED,385050.00,4700.49,,,,
EBBETF0433,EDELAMC - EBBETF0433,93.00,1.17,,,,
ITIETF,ICICIPRAMC - ICICITECH,1764369.00,701.25,,,,
ALPHA,KOTAKMAMC - KOTAKALPHA,5033224.00,2484.07,,,,
ICIL,INDO COUNT INDUSTRIES LTD,825656.00,2513.88,,,,
HNGSNGBEES,NIP IND ETF HANGSENG BEES,462863.00,2298.92,,,,
GPTHEALTH,GPT HEALTHCARE LIMITED,539783.00,871.52,,,,
AEROFLEX,AEROFLEX INDUSTRIES LTD,2482219.00,4771.04,,,,
GALLANTT,GALLANTT ISPAT LIMITED,172015.00,1172.47,,,,
ENTERO,ENTERO HEALTHCARE SOLU L,301209.00,3615.01,,,,
MAHKTECH,MIRAEAMC - MAHKTECH,3588724.00,1006.70,,,,
SILVERIETF,ICICIPRAMC - ICICISILVE,5242803.00,7541.19,,,,
GROWWEV,GROWWAMC - GROWWEV,236705.00,72.37,,,,
AUTOIETF,ICICIPRAMC - ICICIAUTO,1385276.00,376.51,,,,
JSWSTEEL,JSW STEEL LIMITED,292031.00,3083.14,,,,
SEAMECLTD,SEAMEC LIMITED,114570.00,1107.16,,,,
PONNIERODE,PONNIE SUGARS (ERODE) LTD,20370.00,66.99,,,,
HONDAPOWER,HONDA I POWER PRODUCT LTD,24610.00,731.69,,,,
WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD,369706.00,4898.67,,,,
MULTICAP,MIRAEAMC - MULTICAP,121575.00,19.22,,,,
TATVA,TATVA CHIN PHARM CHEM LTD,169060.00,1753.58,,,,
STEELXIND,STEEL EXCHANGE INDIA LTD,5314285.00,566.60,,,,
ORIENTTECH,ORIENT TECHNOLOGIES LTD,472585.00,2113.45,,,,
GOODLUCK,GOODLUCK INDIA LIMITED,768442.00,7777.08,,,,
QUESS,QUESS CORP LIMITED,592592.00,1849.66,,,,
LAOPALA,LA OPALA RG LIMITED,307972.00,857.37,,,,
AXISGOLD,AXIS MF - AXIS GOLD ETF,2358545.00,2290.95,,,,
EVEREADY,EVEREADY INDS. IND.  LTD.,1337795.00,5547.44,,,,
PSUBNKBEES,NIP IND ETF PSU BANK BEES,4850410.00,3947.73,,,,
ALKYLAMINE,ALKYL AMINES CHEM. LTD,163202.00,3412.30,,,,
SYRMA,SYRMA SGS TECHNOLOGY LTD,1210706.00,9375.13,,,,
JAIBALAJI,JAI BALAJI INDUSTRIES LTD,8965977.00,10591.15,,,,
63MOONS,63 MOONS TECHNOLOGIES LTD,302878.00,2703.33,,,,
MEDPLUS,MEDPLUS HEALTH SERV LTD,638695.00,4841.00,,,,
SPARC,SUN PHARMA ADVANCED RESEA,1691597.00,2759.69,,,,
VRLLOG,VRL LOGISTICS LIMITED,751461.00,2153.99,,,,
STERTOOLS,STERLING TOOLS LIMITED,322536.00,1211.45,,,,
RAJRATAN,RAJRATAN GLOBAL WIRE LTD,418283.00,1526.75,,,,
TCPLPACK,TCPL PACKAGING LIMITED,24861.00,1001.54,,,,
SENORES,SENORES PHARMACEUTICALS L,553341.00,3769.19,,,,
SOMANYCERA,SOMANY CERAMICS LIMITED,108111.00,573.00,,,,
SALZERELEC,SALZER ELECTRONICS LTD,267549.00,2453.64,,,,
MAFANG,MIRAEAMC - MAFANG,552153.00,838.21,,,,
FINOPB,FINO PAYMENTS BANK LTD,768605.00,2245.55,,,,
SELECTIPO,MIRAEAMC - SELECTIPO,5124.00,2.52,,,,
SETFGOLD,SBI-ETF GOLD,1237759.00,1229.48,,,,
AXISILVER,AXISAMC - AXISILVER,543912.00,796.45,,,,
GRMOVER,GRM OVERSEAS LIMITED,2612581.00,9687.58,,,,
WEL,WONDER ELECTRICALS LTD,1254131.00,1892.42,,,,
LOWVOLIETF,ICICI PR NIF LW VL 30 ETF,887181.00,197.21,,,,
NEXT30ADD,DSPAMC - NEXT30ADD,2997.00,1.17,,,,
JSFB,JANA SMALL FIN BANK LTD,349846.00,1780.83,,,,
CEATLTD,CEAT LIMITED,151142.00,5274.65,,,,
SPORTKING,SPORTKING INDIA LIMITED,357393.00,411.22,,,,
UCAL,UCAL LIMITED,15042.00,22.78,,,,
ENIL,ENTERTAINMENT NETWORK (IN,35820.00,58.72,,,,
MBAPL,MADHYA BHARAT AGRO PROD L,149089.00,634.75,,,,
CONCORDBIO,CONCORD BIOTECH LIMITED,212129.00,3671.51,,,,
KIOCL,KIOCL LIMITED,403631.00,2077.43,,,,
BASF,BASF LTD.,166965.00,8642.22,,,,
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,192517.00,163.76,,,,
NITINSPIN,NITIN SPINNERS LIMITED,307290.00,1133.63,,,,
AWHCL,ANTONY WASTE HDG CELL LTD,242836.00,1521.50,,,,
AFIL,AKME FINTRADE (INDIA) LTD,12899365.00,1001.89,,,,
NIFTYETF,MIRAEAMC - MAN50ETF,203532.00,537.90,,,,
COMMOIETF,ICICIPRAMC - ICICICOMMO,84424.00,75.69,,,,
PICCADIL,PICCADILY AGRO INDUSTRI L,126809.00,893.26,,,,
KERNEX,KERNEX MICROSYS(I) LTD,38750.00,408.83,,,,
HERANBA,HERANBA INDUSTRIES LTD,115954.00,397.19,,,,
PSUBANKADD,DSPAMC - DSPPSBKETF,31166.00,23.07,,,,
ECLERX,ECLERX SERVICES LIMITED,61701.00,2476.45,,,,
INDOFARM,INDO FARM EQUIPMENT LTD,306353.00,757.60,,,,
NINSYS,NINTEC SYSTEMS LIMITED,2407.00,12.53,,,,
TNIDETF,TATAAML - TNIDETF,60383.00,55.84,,,,
NPBET,TATAAML - NPBET,4335.00,12.31,,,,
FILATEX,FILATEX INDIA LTD,3078578.00,1693.93,,,,
STEELCAS,STEELCAST LIMITED,32114.00,74.56,,,,
FCSSOFT,FCS SOFTWARE SOLUTIONS LI,380065.00,10.89,,,,
ANUHPHR,ANUH PHARMA LIMITED,28041.00,26.59,,,,
PUNJABCHEM,PUNJAB CHEM & CROP PROT L,28596.00,379.24,,,,
MUKANDLTD,MUKAND LTD.,453594.00,660.88,,,,
NUVOCO,NUVOCO VISTAS CORP LTD,619400.00,2649.36,,,,
ALKEM,ALKEM LABORATORIES LTD.,25393.00,1391.83,,,,
SIGNATURE,SIGNATUREGLOBAL INDIA LTD,770609.00,9215.19,,,,
DHANUKA,DHANUKA AGRITECH LTD,80425.00,1319.64,,,,
LIQUIDCASE,ZERODHAAMC - LIQUIDCASE,48221.00,53.02,,,,
MAITHANALL,MAITHAN ALLOYS LTD,205103.00,2342.60,,,,
RUSTOMJEE,KEYSTONE REALTORS LIMITED,66235.00,416.42,,,,
MAWANASUG,MAWANA SUGARS LIMITED,28653.00,28.48,,,,
ONEPOINT,ONE POINT ONE SOL LTD,776274.00,368.79,,,,
KMSUGAR,K M SUGAR MILLS LTD,4876.00,1.61,,,,
BESTAGRO,BEST AGROLIFE LIMITED,66508.00,308.53,,,,
PREMIERPOL,PREMIER POLYFILM LTD,4854.00,2.29,,,,
KAMATHOTEL,KAMAT HOTELS (I) LTD,179464.00,540.17,,,,
VIPULLTD,VIPUL LIMITED,209995.00,21.79,,,,
MIRCELECTR,MIRC ELECTRONICS LTD,336.00,0.07,,,,
INTERARCH,INTERARCH BLDNG SOLTN LTD,19623.00,388.90,,,,
EQUAL50ADD,DSPAMC - DSPNEWETF,17581.00,57.55,,,,
VRAJ,VRAJ IRON AND STEEL LTD,42168.00,92.10,,,,
UTINEXT50,UTIAMC - UTINEXT50,180200.00,138.85,,,,
BEARDSELL,BEARDSELL LIMITED,4301.00,1.49,,,,
ROHLTD,ROYAL ORCHID HOTELS LTD,362029.00,1645.87,,,,
ASTEC,ASTEC LIFESCIENCES LTD,324325.00,3268.83,,,,
MOVALUE,MOTILALAMC - MOVALUE,135171.00,138.28,,,,
REMSONSIND,REMSONS INDUSTRIES LTD,117786.00,160.46,,,,
AHLADA,AHLADA ENGINEERS LIMITED,5646.00,5.31,,,,
AMBIKCO,AMBIKA COTTON MILL LTD.,16147.00,248.20,,,,
AXISBNKETF,AXISAMC - AXISBNKETF,1347.00,7.73,,,,
RITCO,RITCO LOGISTICS LIMITED,125944.00,398.33,,,,
HEALTHY,BIRLASLAMC - HEALTHY,199418.00,29.66,,,,
QGOLDHALF,QUANTUM GOLD FUND,274403.00,259.45,,,,
HDFCNIFTY,HDFCAMC - HDFCNIFTY,50665.00,137.57,,,,
NETF,TATAAML - NETF,23855.00,63.98,,,,
MNC,KOTAKMAMC - KOTAKMNC,268235.00,83.13,,,,
MSCIINDIA,KOTAKMAMC - MSCIINDIA,24094.00,7.08,,,,
SATIA,SATIA INDUSTRIES LIMITED,922447.00,846.72,,,,
MAXIND,MAX INDIA LIMITED,18865.00,41.30,,,,
NIF10GETF,UTIAMC - NIF10GETF,2488.00,0.65,,,,
RADIOCITY,MUSIC BROADCAST LIMITED,14160.00,1.43,,,,
GOLDETFADD,DSPAMC - DSPGOLDETF,24970.00,28.34,,,,
PRABHA,PRABHA ENERGY LIMITED,12929.00,32.07,,,,
LANDMARK,LANDMARK CARS LIMITED,71064.00,420.77,,,,
LIQUIDETF,DSP LIQUID ETF,1049.00,10.49,,,,
DUCON,DUCON INFRATECHNOLOGIES L,133160.00,8.14,,,,
ISFT,INTRASOFT TECH. LTD,173720.00,195.74,,,,
AARVI,AARVI ENCON LIMITED,505.00,0.62,,,,
CSLFINANCE,CSL FINANCE LIMITED,8193.00,25.94,,,,
BBNPNBETF,BARODABNP - BBNPNBETF,217.00,0.12,,,,
ARROWGREEN,ARROW GREENTECH LIMITED,5380.00,32.67,,,,
MOINFRA,MOTILALAMC - MOINFRA,204.00,0.12,,,,
NIF5GETF,UTIAMC - NIF5GETF,2587.00,1.65,,,,
SGMART,SG MART LIMITED,3483.00,12.62,,,,
JAYBARMARU,JAYBHARATMARU-,17209.00,14.83,,,,
MARALOVER,MARAL OVERSEAS LTD,27.00,0.01,,,,
VISAKAIND,VISAKA INDUSTRIES LIMITED,92642.00,79.81,,,,
LIBERTSHOE,LIBERTYSHOESLTD,17090.00,61.09,,,,
TREJHARA,TREJHARA SOLUTIONS LTD,1.00,0.00,,,,
GTL,GTL LTD NPP290799DEPO,109921.00,13.76,,,,
MAGNUM,MAGNUM VENTURES LTD.,6848.00,2.42,,,,
SOMICONVEY,SOMI CONVEYOR BELT. LTD.,125.00,0.17,,,,
COMSYN,COMMERCIAL SYN BAGS LTD,2151.00,3.30,,,,
LIQGRWBEES,NIPPONAMC - LIQGRWBEES,1.00,0.01,,,,
ZEELEARN,ZEE LEARN LIMITED,23500.00,2.31,,,,
RELCHEMQ,RELIANCE CHEMOTEX IND LTD,125.00,0.24,,,,
CPCAP,CP CAPITAL LIMITED,25.00,0.10,,,,
ARCHIDPLY,ARCHIDPLY IND. LTD,1100.00,1.13,,,,
UNITEDTEA,UNITED NILGIRI TEA LTD,50.00,0.25,,,,
HTMEDIA,HT MEDIA LIMITED,10000.00,2.89,,,,
NRAIL,N R AGARWAL INDS LTD,5633.00,20.60,,,,
ASHIMASYN,ASHIMA LTD,1000.00,0.25,,,,
ORIENTBELL,ORIENT BELL LIMITED,484.00,2.39,,,,
ANMOL,ANMOL INDIA LIMITED,0.00,0.00,,,,
SHIVATEX,SHIVA TEXYARN LIMITED,10.00,0.02,,,,
JOCIL,JOCIL LIMITED,0.00,0.00,,,,
ASAHISONG,ASAHI SONGWON COLOR LTD,1426.00,4.16,,,,
UNIENTER,UNIPHOS ENTERPRISES LTD,1000.00,1.70,,,,
