sebi_report_as_on_reporting_date_20oct2025,unnamed_1,unnamed_2,unnamed_3
DDEVPLSTIK,DDEV PLASTIKS IND LTD,216871,689.20
DECCANCE,DECCAN CEMENTS LIMITED,180660,1786.19
DEEDEV,DEE DEVELOPMENT ENG LTD,206614,598.29
DEEPAKFERT,DEEPAK FERTILIZERS & PETR,731730,9809.70
DEEPAKNTR,DEEPAK NITRITE LTD,640383,12746.98
DEEPINDS,DEEP INDUSTRIES LIMITED,567726,2822.94
DELHIVERY,DELHIVERY LIMITED,1880444,8324.08
DELTACORP,DELTA CORP LIMITED,9153438,8763.78
DEN,DEN NETWORKS LTD,3118070,1241.35
DENORA,DE NORA INDIA LIMITED,12568,112.59
DENTA,DENTA WATER N INFRA SOL L,393445,1686.27
DEVIT,DEV INFO TECHNOLOGY LTD,14403,8.13
DEVYANI,DEVYANI INTERNATIONAL LTD,9750402,16943.21
DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,941577,1436.88
DHANBANK,DHANLAXMI BANK LIMITED,565477,155.14
DHANI,DHANI SERVICES LIMITED,6188433,3969.07
DHANUKA,DHANUKA AGRITECH LTD,87635,1412.35
DHARMAJ,DHARMAJ CROP GUARD LTD,4141,13.01
DHUNINV,DHUNSERI INVESTMENTS LTD,1113,20.71
DIACABS,DIAMOND POWER INFRA LTD,3582176,5380.91
DIAMINESQ,DIAMINES & CHEMICALS LTD,300,1.15
DIAMONDYD,PRATAAP SNACKS LIMITED,874451,8978.87
DIFFNKG,DIFFUSION ENGINEERS LTD,147854,549.89
DIGIDRIVE,DIGIDRIVE DISTRIBUTORS L,4800,1.58
DIGISPICE,DIGISPICE TECHNOLOGIES LT,779,0.25
DIGITIDE,DIGITIDE SOLUTIONS LTD,507152,1062.49
DISHTV,DISH TV INDIA LTD.,3134248,195.60
DIVGIITTS,DIVGI TORQTRANSFER SYST L,10731,70.87
DIVISLAB,DIVI S LABORATORIES LTD,172248,11124.42
DIVOPPBEES,NIP IND ETF DIV OPP,126541,103.93
DIXON,DIXON TECHNO (INDIA) LTD,256613,42461.86
DLF,DLF LIMITED,4128441,32765.34
DLINKINDIA,D-LINK INDIA LTD,403695,1998.36
DMART,AVENUE SUPERMARTS LIMITED,317991,14106.89
DMCC,DMCC SPECIALITY CHEMICALS,11602,36.78
DODLA,DODLA DAIRY LIMITED,59847,823.62
DOLATALGO,DOLAT ALGOTECH LIMITED,557923,516.89
DOLLAR,DOLLAR INDUSTRIES LIMITED,176679,704.38
DOLPHIN,DOLPHIN OFF ENT (IND) L,309,1.29
DOMS,DOMS INDUSTRIES LIMITED,125876,3316.58
DONEAR,DONEAR IND. LIMITED,31690,33.41
DPABHUSHAN,D. P. ABHUSHAN LIMITED,11260,170.48
DPSCLTD,DPSC LIMITED,58870,10.15
DPWIRES,D P WIRES LIMITED,26798,74.13
DRCSYSTEMS,DRC SYSTEMS INDIA LIMITED,10500,2.15
DREAMFOLKS,DREAMFOLKS SERVICES LTD,20349,32.99
DREDGECORP,DREDGING CORP OF INDIA,163297,1130.38
DRREDDY,DR. REDDY S LABORATORIES,534451,6856.94
DSSL,DYNACONS SYS & SOLN LTD,84641,915.68
DTIL,DHUNSERI TEA & IND. LTD.,4899,9.71
DUCON,DUCON INFRATECHNOLOGIES L,108460,6.84
DVL,DHUNSERI VENTURES LIMITED,24515,86.80
DWARKESH,DWARIKESH SUGAR IND LTD,2512413,1342.76
DYCL,DYNAMIC CABLES LIMITED,206716,897.24
DYNAMATECH,DYNAMATIC TECHNOLOGIES,73004,5188.83
DYNPRO,DYNEMIC PRODUCTS LIMITED,5812,20.12
EASEMYTRIP,EASY TRIP PLANNERS LTD,66182826,8161.44
EBBETF0430,EDELAMC - EBBETF0430,844,12.92
EBBETF0431,EDELAMC - EBBETF0431,350,4.81
EBBETF0433,EDELAMC - EBBETF0433,427,5.42
EBGNG,GNG ELECTRONICS LIMITED,239492,863.41
ECAPINSURE,EDELAMC - ECAPINSURE,292753,69.03
ECLERX,ECLERX SERVICES LTD,64434,2600.43
ECOSMOBLTY,ECOS (INDIA) MOB & HOSP L,265546,735.36
EDELWEISS,EDELWEISS FIN SERV LTD,16183720,17726.58
EFCIL,EFC (I) LIMITED,215554,671.01
EGOLD,EDELAMC - EGOLD,85357,94.37
EICHERMOT,EICHER MOTORS LTD,83678,5491.45
EIDPARRY,EID PARRY INDIA LTD,266520,2800.88
EIEL,ENVIRO INFRA ENGINEERS L,3826770,9945.47
EIHAHOTELS,EIH ASSOCIATED HOTELS LTD,37212,145.61
EIHOTEL,EIH LIMITED,774794,3079.96
EIMCOELECO,EIMCO ELECON (INDIA) LTD,50502,1047.68
EKC,EVEREST KANTO CYLINDERLTD,1241076,1848.20
ELDEHSG,ELDECO HSG & IND LTD.,323,2.57
ELECON,ELECON ENG. CO. LTD,1505096,9161.76
ELECTCAST,ELECTROSTEEL CASTINGS LTD,7446018,8546.25
ELECTHERM,ELECTROTHERM (I) LTD.,8209,86.41
ELGIEQUIP,ELGI EQUIPMENTS LTD,955980,5003.34
ELIN,ELIN ELECTRONICS LIMITED,88546,187.79
ELLEN,ELLENBARRIE INDUS GASES L,399654,2079.64
EMAMILTD,EMAMI LIMITED,699884,4130.25
EMAMIPAP,EMAMI PAPER MILLS LIMITED,183919,203.13
EMBDL,EMBASSY DEVELOPMENTS LTD,40257014,46413.18
EMCURE,EMCURE PHARMACEUTICALS L,78054,1079.05
EMIL,ELECTRONICS MART IND LTD,2215462,3412.74
EMKAY,EMKAY GLOBAL FIN SERV LTD,195,0.68
EMMBI,EMMBI INDUSTRIES LIMITED,1351,1.67
EMSLIMITED,EMS LIMITED,1164378,7278.04
EMUDHRA,EMUDHRA LIMITED,174944,1264.29
EMULTIMQ,EDELAMC - EMULTIMQ,37338,15.97
ENDURANCE,ENDURANCE TECHNO. LTD.,103184,2961.68
ENGINERSIN,ENGINEERS INDIA LTD,11892106,25638.27
ENIL,ENTERTAIN NET. IND. LTD.,35356,57.96
ENRIN,SIEMENS ENERGY INDIA LTD,280892,9278.95
ENTERO,ENTERO HEALTHCARE SOLU L,297049,3563.02
EPACK,EPACK DURABLE LIMITED,1387319,5247.37
EPIGRAL,EPIGRAL LIMITED,266815,4755.56
EPL,EPL LIMITED,1856785,4280.99
EQUAL200,MIRAEAMC - EQUAL200,7126,0.95
EQUAL50ADD,DSPAMC - DSPNEWETF,15916,52.10
EQUITASBNK,EQUITAS SMALL FIN BNK LTD,10392458,6655.62
ERIS,ERIS LIFESCIENCES LIMITED,92245,1543.90
ESABINDIA,ESAB INDIA LTD,10258,542.44
ESAFSFB,ESAF SMALL FINANCE BANK L,1658963,581.90
ESCORTS,ESCORTS KUBOTA LIMITED,173209,6295.83
ESG,MIRAEAMC - MAESGETF,19470,8.42
ESILVER,EDELAMC - ESILVER,89425,142.20
ESSENTIA,INTEGRA ESSENTIA LIMITED,89643,2.11
ESTER,ESTER INDUSTRIES LTD,343017,459.08
ETERNAL,ETERNAL LIMITED,11309375,33759.32
ETHOSLTD,ETHOS LIMITED,25962,701.21
EUREKAFORB,EUREKA FORBES LIMITED,102587,587.32
EUROBOND,EURO PANEL PRODUCTS LTD,1487,3.43
EVEREADY,EVEREADY INDS. IND.  LTD.,1256594,5108.70
EVERESTIND,EVEREST INDUSTRIES LTD,9367,64.40
EVIETF,ICICIPRAMC - EVIETF,137277,43.83
EVINDIA,MIRAEAMC - EVINDIA,225703,68.89
EXCELINDUS,EXCEL INDUSTRIES LTD,26394,331.04
EXICOM,EXICOM TELE SYSTEMS LTD,726833,1209.53
EXIDEIND,EXIDE INDUSTRIES LTD,5376404,23152.89
EXPLEOSOL,EXPLEO SOLUTIONS LIMITED,38729,448.88
EXXARO,EXXARO TILES LIMITED,169173,13.41
FACT,FACT LTD,747167,7358.07
FAIRCHEMOR,FAIRCHEM ORGANICS LIMITED,30186,297.93
FAZE3Q,FAZE THREE LIMITED,46053,242.58
FCL,FINEOTEX CHEMICAL LIMITED,1401906,3668.46
FCSSOFT,FCS SOFTWARE SOLN. LTD.,367707,10.54
FDC,FDC LIMITED,503839,2475.76
FEDERALBNK,FEDERAL BANK LTD,2938007,6069.38
FEDFINA,FEDBANK FINANCIAL SER L,3424498,4930.16
FIBERWEB,FIBERWEB INDIA LIMITED,2715,1.28
FIEMIND,FIEM INDUSTRIES LIMITED,114337,2270.23
FILATEX,FILATEX INDIA LTD,3056512,1688.82
FILATFASH,FILATEX FASHIONS LIMITED,1014284,6.04
FINCABLES,FINOLEX CABLES LTD,1140164,10657.34
FINEORG,FINE ORGANIC IND. LTD.,32731,1577.51
FINIETF,ICICIPRAMC-ICICIFIN,2010489,631.60
FINOPB,FINO PAYMENTS BANK LTD,1237854,3790.57
FINPIPE,FINOLEX INDUSTRIES LTD,3059888,6733.13
FIRSTCRY,BRAINBEES SOLUTIONS LTD,2458037,9472.93
FISCHER,FISCHER MEDICAL VENTURE L,95660,102.28
FIVESTAR,FIVE-STAR BUS FIN LTD,2063848,12175.62
FLAIR,FLAIR WRITING INDUST LTD,239335,789.16
FLUOROCHEM,GUJARAT FLUOROCHEM LTD,523240,19424.11
FMCGIETF,ICICIPRAMC - ICICIFMCG,2559425,1527.76
FMGOETZE,FEDERAL-MOGUL GOETZE (IND,111246,564.79
FOODSIN,FOODS & INNS LIMITED,24490,23.36
FORCEMOT,FORCE MOTORS LIMITED,61331,10130.06
FORTIS,FORTIS HEALTHCARE LTD,483807,4212.83
FOSECOIND,FOSECO INDIA LTD,3608,217.67
FSL,FIRSTSOURCE SOLU. LTD.,2113332,7475.87
FUSION,FUSION FINANCE LIMITED,1583392,3840.80
GABRIEL,GABRIEL INDIA LTD,179017,1803.96
GAEL,GUJARAT AMBUJA EXPORTS LT,1758329,2203.89
GAIL,GAIL (INDIA) LTD,16652902,31158.43
GALAPREC,GALA PRECISION ENG LTD,46309,439.15
GALAXYSURF,GALAXY SURFACTANTS LTD,45890,1123.89
GALLANTT,GALLANTT ISPAT LIMITED,175677,1188.63
GANDHAR,GANDHAR OIL REFINE IND L,703786,1193.59
GANDHITUBE,GANDHI SPL. TUBES LTD,33650,303.17
GANECOS,GANESHA ECOSPHERE LIMITED,134880,2048.62
GANESHBE,GANESH BENZOPLAST LIMITED,374694,430.13
GANESHHOU,GANESH HOUSING LIMITED,472618,4500.40
GARFIBRES,GARWARE TECH FIBRES LTD,73265,623.99
GARUDA,GARUDA CONSTRUCT N ENG L,681631,1324.89
GATECH,GACM TECHNOLOGIES LIMITED,9936,0.07
GATEWAY,GATEWAY DISTRIPARKS LTD,5332719,3629.42
GCSL,GRETEX CORPORATE SERVICES,550,1.43
GEECEE,GEECEE VENTURES LIMITED,251,0.96
GEEKAYWIRE,GEEKAY WIRES LIMITED,1771,1.38
GEMAROMA,GEM AROMATICS LIMITED,79733,192.29
GENESYS,GENESYS INTL CORPN LTD,644863,4157.92
GENUSPAPER,GENUS P&B LIMITED,139042,29.32
GENUSPOWER,GENUS POWER INFRASTRU LTD,3881050,14013.78
GEOJITFSL,GEOJIT FINANCIAL SER L,1638890,1373.27
GESHIP,THE GE SHPG.LTD,936639,10004.37
GFLLIMITED,GFL LIMITED,78006,53.06
GHCL,GHCL LIMITED,609780,3717.70
GHCLTEXTIL,GHCL TEXTILES LIMITED,97977,87.01
GICHSGFIN,GIC HOUSING FINANCE LTD,1210775,2411.38
GICRE,GENERAL INS CORP OF INDIA,2509214,10029.89
GILLETTE,GILLETTE INDIA LTD,35373,3462.86
GILT5YBEES,RELCAPAMC - NETFGILT5Y,10037,6.32
GIPCL,GUJ IND POW CO. LTD,2565106,5157.55
GLAND,GLAND PHARMA LIMITED,158639,3108.40
GLAXO,GLAXOSMITHKLINE PHARMA LT,106158,3162.26
GLENMARK,GLENMARK PHARMACEUTICALS,327858,6542.83
GLOBALVECT,GLOBAL VEC HELICORP LTD,1979,4.63
GLOBECIVIL,GLOBE CIVIL PROJECTS LTD,477382,351.93
GLOBUSSPR,GLOBUS SPIRITS LTD,166876,1876.55
GLOSTERLTD,GLOSTER LIMITED,4499,29.97
GMBREW,G M BREWERIES LTD,95418,959.99
GMDCLTD,GUJARAT MINERAL DEV CORP,6153207,33182.23
GMMPFAUDLR,GMM PFAUDLER LIMITED,299508,3561.88
GMRAIRPORT,GMR AIRPORTS LIMITED,19754712,17275.82
GMRP&UI,GMR POW AND URBAN INFRA L,12577903,14611.92
GNA,GNA AXLES LIMITED,167276,575.52
GNFC,GUJ NAR VAL FER & CHEM L,1992719,10971.06
GOACARBON,GOA CARBON LIMITED,37836,187.17
GOCLCORP,GOCL CORPORATION LIMITED,379069,1456.32
GOCOLORS,GO FASHION INDIA LTD,142477,1090.51
GODAVARIB,GODAVARI BIOREFINERIES L,34491,92.55
GODFRYPHLP,GODFREY PHILLIPS INDIA LT,705407,24037.25
GODIGIT,GO DIGIT GENERAL INS LTD,228590,819.50
GODREJAGRO,GODREJ AGROVET LIMITED,838218,6283.74
GODREJCP,GODREJ CONSUMER PRODUCTS,565486,6920.74
GODREJIND,GODREJ INDUSTRIES LTD,218431,2524.87
GODREJPROP,GODREJ PROPERTIES LTD,847453,19393.99
GOKEX,GOKALDAS EXPORTS LTD.,965181,7846.38
GOKUL,GOKUL REFOILS & SOLV LTD,786,0.35
GOKULAGRO,GOKUL AGRO RESOURCES LTD,436754,794.90
GOLD1,KOTAK GOLD ETF,1308089,1279.29
GOLD360,360ONEAMC - GOLD360,47570,59.81
GOLDBEES,NIP IND ETF GOLD BEES,27802410,27767.76
GOLDCASE,ZERODHAAMC - GOLDCASE,2707153,509.91
GOLDETF,MIRAEAMC - MAGOLDETF,748938,874.29
GOLDETFADD,DSPAMC - DSPGOLDETF,60323,74.59
GOLDIAM,GOLDIAM INTERNATIONAL LTD,2132779,8082.65
GOLDIETF,ICICI PRUDENTIAL GOLD ETF,4199344,4334.42
GOLDSHARE,UTI GOLD ETF,1431569,1236.72
GOLDTECH,AION-TECH SOLUTIONS LTD,1500,1.02
GOODLUCK,GOODLUCK INDIA LIMITED,772092,7867.61
GOPAL,GOPAL SNACKS LIMITED,628164,2274.37
GOYALALUM,GOYAL ALUMINIUMS LIMITED,1560,0.13
GPIL,GODAWARI POW & ISP LTD,8809212,19819.64
GPPL,GUJARAT PIPAVAV PORT LTD,9077910,17825.33
GPTHEALTH,GPT HEALTHCARE LIMITED,536736,864.75
GPTINFRA,GPT INFRAPROJECTS LTD,134910,158.51
GRANULES,GRANULES INDIA LIMITED,4092359,21360.08
GRAPHITE,GRAPHITE INDIA LTD,2093105,11880.23
GRASIM,GRASIM INDUSTRIES LTD,271858,7306.41
GRAUWEIL,GRAUER & WEIL IND LTD,2600,2.38
GRAVITA,GRAVITA INDIA LIMITED,856872,15293.41
GREAVESCOT,GREAVES COTTON LTD.,5550989,12281.95
GREENLAM,GREENLAM INDUSTRIES LTD.,143371,369.35
GREENPANEL,GREENPANEL INDUSTRIES LTD,257622,793.05
GREENPLY,GREENPLY INDUSTRIES LTD,408829,1274.14
GREENPOWER,ORIENT GREEN POWER CO LTD,4363658,619.82
GRINDWELL,GRINDWELL NORTON LIMITED,61990,1110.44
GRINFRA,G R INFRAPROJECTS LIMITED,69694,931.43
GRMOVER,GRM OVERSEAS LIMITED,2661811,9903.33
GROWWDEFNC,GROWWAMC - GROWWDEFNC,875042,720.25
GROWWEV,GROWWAMC - GROWWEV,223588,68.10
GROWWGOLD,GROWWAMC - GROWWGOLD,301236,367.72
GROWWLIQID,GROWWAMC - GROWWLIQID,1488,1.57
GROWWLOVOL,GROWWAMC - GROWWLOVOL,5803,0.61
GROWWMOM50,GROWWAMC - GROWWMOM50,276046,29.78
GROWWN200,GROWWAMC - GROWWN200,30973,3.52
GROWWNET,GROWWAMC - GROWWNET,144912,15.48
GROWWNIFTY,GROWWAMC - GROWWNIFTY,5,0.00
GROWWNXT50,GROWWAMC - GROWWNXT50,460,0.31
GROWWPOWER,GROWWAMC - GROWWPOWER,42780,4.37
GROWWRAIL,GROWWAMC - GROWWRAIL,3431524,1234.38
GROWWSLVR,GROWWAMC - GROWWSLVR,632446,1055.06
GRPLTD,GRP LIMITED,3261,79.03
GRSE,GARDEN REACH SHIP&ENG LTD,1572989,41354.13
GRWRHITECH,GARWARE HI-TECH FILMS LTD,143636,5247.31
GSEC10IETF,ICICIPRAMC - ICICI10GS,2237,5.78
GSEC10YEAR,MIRAEAMC - MAGS813ETF,2094,0.62
GSEC5IETF,ICICIPRAMC - ICICI5GSEC,1898,1.21
GSFC,GUJ STATE FERT & CHEM LTD,7244961,15115.96
GSLSU,GLOBAL SURFACES LIMITED,131235,198.59
GSPL,GUJARAT STATE PETRO LTD,828737,2784.90
GSS,GSS INFOTECH LIMITED,551513,152.49
GTL,GTL LTD,109871,13.75
GTLINFRA,GTL INFRA.LTD,7186222,119.44
GTPL,GTPL HATHWAY LIMITED,44661,54.25
GUFICBIO,GUFIC BIOSCIENCES LTD.,123357,461.77
GUJALKALI,GUJARAT ALKALIES & CHEM,354351,2283.65
GUJAPOLLO,GUJ. APOLLO IND. LTD.,427,2.08
GUJGASLTD,GUJARAT GAS LIMITED,648460,3088.10
GUJTHEM,GUJARAT THEMIS BIOSYN LTD,1280366,5274.08
GULFOILLUB,GULF OIL LUB. IND. LTD.,184013,2275.85
GULFPETRO,GP PETROLEUMS LIMITED,54828,24.93
GULPOLY,GULSHAN POLYOLS LIMITED,287204,505.88
GVKPIL,GVK POW. & INFRA LTD.,20000,1.93
GVPIL,GE POWER INDIA LIMITED,547412,1909.60
GVT&D,GE VERNOVA T&D INDIA LTD,130018,3765.98
HAL,HINDUSTAN AERONAUTICS LTD,2662206,126690.72
HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,2836527,18903.81
HAPPYFORGE,HAPPY FORGINGS LIMITED,85061,818.32
HARDWYN,HARDWYN INDIA LIMITED,3000,0.36
HARIOMPIPE,HARIOM PIPE INDUSTRIES L,506806,2692.18
HARRMALAYA,HARRISON MALAYALAM LTD,8540,18.39
HARSHA,HARSHA ENGINEERS INT LTD,1077094,4839.26
HATHWAY,HATHWAY CABLE & DATACOM,29073718,4555.51
HATSUN,HATSUN AGRO PRODUCT LTD.,52849,497.89
HAVELLS,HAVELLS INDIA LIMITED,938554,14647.12
HBLENGINE,HBL ENGINEERING LTD,3313842,25247.20
HCC,HINDUSTAN CONSTRUCTION CO,7410634,2191.21
HCG,HEALTHCARE GLOB. ENT. LTD,336584,2090.61
HCL-INSYS,HCL INFOSYSTEMS LTD,325,0.06
HCLTECH,HCL TECHNOLOGIES LTD,1920030,29834.15
HDBFS,HDB FINANCIAL SERVICES L,726774,5483.72
HDFCAMC,HDFC AMC LIMITED,154221,8544.25
HDFCBANK,HDFC BANK LTD,3223099,30493.67
HDFCBSE500,HDFCAMC - HDFCBSE500,14117,5.28
HDFCGOLD,HDFC GOLD ETF,2425558,2454.63
HDFCGROWTH,HDFCAMC - HDFCGROWTH,9099,11.14
HDFCLIFE,HDFC LIFE INS CO LTD,1083767,8199.07
HDFCLIQUID,HDFCAMC - HDFCLIQUID,12,0.12
HDFCLOWVOL,HDFCAMC - HDFCLOWVOL,19888,4.14
HDFCMID150,HDFCAMC - HDFCMID150,813575,171.90
HDFCMOMENT,HDFCAMC - HDFCMOMENT,525909,170.23
HDFCNEXT50,HDFCAMC - HDFCNEXT50,73580,50.54
HDFCNIF100,HDFCAMC - HDFCNIF100,26422,6.97
HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,82517,46.19
HDFCNIFIT,HDFCAMC - HDFCNIFIT,288032,107.85
HDFCNIFTY,HDFCAMC - HDFCNIFTY,42001,114.01
HDFCPSUBK,HDFCAMC HDFCPSUBK,37338,28.26
HDFCPVTBAN,HDFCAMC - HDFCPVTBAN,176850,50.20
HDFCQUAL,HDFCAMC - HDFCQUAL,23071,13.37
HDFCSENSEX,HDFCAMC - HDFCSENSEX,26038,23.74
HDFCSILVER,HDFCAMC - HDFCSILVER,7618808,12443.15
HDFCSML250,HDFCAMC - HDFCSML250,2920278,5051.62
HDFCVALUE,HDFCAMC - HDFCVALUE,427,0.57
HEALTHIETF,ICICIPRAMC - ICICIPHARM,103128,153.33
HEALTHY,BIRLASLAMC - HEALTHY,198956,29.66
HEG,HEG LTD,2093456,10975.98
HEIDELBERG,HEIDELBERGCEMENT (I) LTD,813923,1732.62
HEMIPROP,HEMISPHERE PROP IND LTD,2994833,4725.56
HERANBA,HERANBA INDUSTRIES LTD,116961,399.42
HERCULES,HERCULES HOI. LTD.,27508,56.32
HERITGFOOD,HERITAGE FOODS LTD,1139613,5677.65
HEROMOTOCO,HERO MOTOCORP LIMITED,205313,10518.28
HESTERBIO,HESTER BIOSCIENCES LTD,7766,158.98
HEUBACHIND,HEUBACH COLORANTS IND LTD,34781,193.28
HEXT,HEXAWARE TECHNOLOGIES LTD,373636,2821.10
HFCL,HFCL LIMITED,37783611,34476.51
HGINFRA,H.G.INFRA ENGINEERING LTD,498991,5412.56
HGS,HINDUJA GLOBAL SOLS. LTD.,113831,720.40
HIKAL,HIKAL LIMITED,1342141,4281.15
HILINFRA,HIGHWAY INFRASTRUCTURE L,91483,73.68
HILTON,HILTON METAL FORGING LTD,103649,48.17
HIMATSEIDE,HIMATSINGKA SEIDE LTD,2872420,4219.64
HINDALCO,HINDALCO  INDUSTRIES  LTD,1372285,9683.53
HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,4059,19.08
HINDCON,HINDCON CHEMICALS LIMITED,821,0.26
HINDCOPPER,HINDUSTAN COPPER LTD,14389859,41804.39
HINDMOTORS,HINDUSTAN MOTORS LIMITED,5000,1.07
HINDOILEXP,HINDUSTAN OIL EXPLORATION,4075679,7988.36
HINDPETRO,HINDUSTAN PETROLEUM CORP,1677012,6993.78
HINDUNILVR,HINDUSTAN UNILEVER LTD.,466306,11934.85
HINDWAREAP,HINDWARE HME INOVATON LTD,1414245,4180.14
HINDZINC,HINDUSTAN ZINC LIMITED,8460432,41448.19
HIRECT,HIND RECTIFIER LIMITED,39407,639.68
HISARMETAL,HISAR METAL IND. LIMITED,2522,5.34
HITECH,HI-TECH PIPES LIMITED,7894180,9127.28
HITECHCORP,HITECH CORPORATION LTD,1415,2.95
HLEGLAS,HLE GLASCOAT LIMITED,319167,1632.94
HLVLTD,HLV LIMITED,869633,124.76
HMAAGRO,HMA AGRO INDUSTRIES LTD,509166,171.04
HMVL,HINDUSTAN MEDIA VENT LTD,29020,25.55
HNDFDS,HINDUSTAN FOODS LIMITED,70013,383.03
HNGSNGBEES,NIP IND ETF HANGSENG BEES,510373,2550.14
HOMEFIRST,HOME FIRST FIN CO IND LTD,269654,3409.94
HONASA,HONASA CONSUMER LIMITED,486149,1398.24
HONAUT,HONEYWELL AUTOMATION IND,10086,3977.92
HONDAPOWER,HONDA I POWER PRODUCT LTD,23018,678.31
HPAL,HP ADHESIVES LIMITED,90510,64.03
HPL,HPL ELECTRIC & POWER LTD,726118,3905.30
HSCL,HIMADRI SPECIALITY CHEM L,4691794,22783.88
HTMEDIA,HT MEDIA LIMITED,10000,2.89
HUBTOWN,HUBTOWN LIMITED,3142933,9262.73
HUDCO,HSG & URBAN DEV CORPN LTD,12722949,30716.97
HUHTAMAKI,HUHTAMAKI INDIA LIMITED,1093267,3875.08
HYUNDAI,HYUNDAI MOTOR INDIA LTD,738112,18313.21
ICEMAKE,ICE MAKE REFRIGERAT LTD,28316,231.91
ICICIB22,ICICIPRAMC - BHARATIWIN,469971,522.97
ICICIBANK,ICICI BANK LTD.,2802910,39185.46
ICICIGI,ICICI LOMBARD GIC LIMITED,90426,1799.82
ICICIPRULI,ICICI PRU LIFE INS CO LTD,1080472,6755.46
ICIL,INDO COUNT INDUSTRIES LTD,836164,2523.84
ICRA,ICRA LIMITED,3743,245.01
IDBI,IDBI BANK LIMITED,35332611,32514.96
IDEA,VODAFONE IDEA LIMITED,532671759,42678.20
IDEAFORGE,IDEAFORGE TECHNO LTD,1214978,6552.18
IDFCFIRSTB,IDFC FIRST BANK LIMITED,52188149,36773.51
IDFNIFTYET,BANDHANAMC - IDFNIFTYET,7074,19.45
IEX,INDIAN ENERGY EXC LTD,9777142,15755.08
IFBAGRO,IFB AGRO INDUSTRIES LTD,2932,29.94
IFBIND,IFB INDUSTRIES LTD,288885,4638.81
IFCI,IFCI LTD,19083521,11418.79
IFGLEXPOR,IFGL REFRACTORIES LIMITED,46327,132.15
IGARASHI,IGARASHI MOTORS INDIA LTD,177711,985.93
IGCL,INDOGULF CROPSCIENCES LTD,433950,483.65
IGIL,INTERNATIO GEMM INS (I) L,902141,3553.07
IGL,INDRAPRASTHA GAS LTD,2388130,5184.17
IGPL,I G PETROCHEMICALS LTD,96526,506.59
IIFL,IIFL FINANCE LIMITED,1825054,8081.68
IIFLCAPS,IIFL CAPITAL SERVICES LTD,1663958,5249.48
IKIO,IKIO TECHNOLOGIES LIMITED,372273,879.69
IKS,INVENTURUS KNOWLEDGE SO L,531324,8448.96
IMAGICAA,IMAGICAAWORLD ENT LTD,2787257,1818.09
IMFA,INDIAN METALS & FERRO,266578,2467.29
IMPAL,IND MOTOR PART & ACC LTD,702,8.21
INDBANK,INDBANK MERCH BANK,7749,3.36
INDGN,INDEGENE LIMITED,1023136,6023.47
INDHOTEL,THE INDIAN HOTELS CO. LTD,4266323,32489.26
INDIACEM,THE INDIA CEMENTS LIMITED,586359,2086.16
INDIAGLYCO,INDIA GLYCOLS LTD,1293932,10627.23
INDIAMART,INDIAMART INTERMESH LTD,123936,3093.59
INDIANB,INDIAN BANK,388920,2554.59
INDIANCARD,INDIAN CARD CLOTHING CO.,0,0.00
INDIANHUME,INDIAN HUME PIPE CO. LTD.,87261,358.60
INDIASHLTR,INDIA SHELTER FIN CORP L,415109,3442.81
INDIGO,INTERGLOBE AVIATION LTD,323441,18229.96
INDIGOPNTS,INDIGO PAINTS LIMITED,158115,1804.29
INDIQUBE,INDIQUBE SPACES LIMITED,162684,382.25
INDNIPPON,INDIA NIPPON ELECT  LTD,82131,766.66
INDOAMIN,INDO AMINES LIMITED,221514,354.30
INDOBORAX,INDO BORAX & CHEMICAL LTD,1788,3.00
INDOCO,INDOCO REMEDIES LTD.,109895,335.93
INDOFARM,INDO FARM EQUIPMENT LTD,325790,809.06
INDORAMA,INDO RAMA SYNTHETICS LTD,118069,70.05
INDOSTAR,INDOSTAR CAPITAL FIN LTD,1035309,3145.00
INDOTECH,INDO TECH TRANSFORM LTD.,9214,161.77
INDOTHAI,INDO THAI SEC LTD,490,1.58
INDOWIND,INDOWIND ENERGY LTD,14835,2.78
INDRAMEDCO,INDRAPRASTHA MEDICAL CORP,372685,1960.71
INDSWFTLAB,IND SWIFT LABORATORIES LT,17,0.02
INDTERRAIN,IND TERRAIN FASHIONS LTD,16771,7.33
INDUSINDBK,INDUSIND BANK LIMITED,4318350,35103.12
INDUSTOWER,INDUS TOWERS LIMITED,5235663,18378.78
INFIBEAM,INFIBEAM AVENUES LIMITED,20314347,3923.80
INFOBEAN,INFOBEANS TECHNO. LTD.,18424,105.78
INFRABEES,NIP IND ETF INFRA BEES,21675,204.57
INFRAIETF,ICICIPRAMC - ICICIINFRA,125463,117.48
INFY,INFOSYS LIMITED,6252050,94666.16
INGERRAND,INGERSOLL-RAND INDIA LTD,67568,2387.26
INNOVACAP,INNOVA CAPTAB LIMITED,79449,695.31
INNOVANA,INNOVANA THINKLABS LTD,203,0.65
INOXGREEN,INOX GREEN ENERGY SER LTD,4329116,9732.75
INOXINDIA,INOX INDIA LIMITED,152932,1863.16
INOXWIND,INOX WIND LIMITED,20612963,34543.84
INSECTICID,INSECTICIDES (I) LTD,107429,900.86
INTELLECT,INTELLECT DESIGN ARENA,552381,5534.34
